_date,referee,home,away,fouls_home,fouls_away,corners_home,corners_away,tackles_home,tackles_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,shots_home,shots_away,sot_home,sot_away,league_season
2022-08-27,Johan Hamel,Auxerre,Strasbourg,4,6,2,5,10,11,5,2,10,1,18,18,7,14,3,4,L1 22/23
2022-08-27,Jérôme Brisard,Lens,Rennes,15,13,7,2,15,11,1,3,3,10,20,17,17,12,4,6,L1 22/23
2022-08-28,Mathieu Vernice,Nantes,Toulouse,11,9,4,5,13,16,2,2,10,8,21,21,16,9,8,3,L1 22/23
2022-08-28,Willy Delajod,Lorient,Clermont Foot,12,9,3,4,26,14,2,1,5,5,14,15,21,9,8,2,L1 22/23
2022-08-28,Marc Bollengier,Brest,Montpellier,15,16,5,4,10,18,1,1,3,5,22,22,6,14,0,8,L1 22/23
2022-08-28,François Letexier,Nice,Marseille,7,15,7,5,16,21,1,0,6,9,27,15,16,13,2,4,L1 22/23
2022-08-28,Stéphanie Frappart,Troyes,Angers,8,12,8,3,14,12,3,1,5,12,11,17,25,7,11,1,L1 22/23
2022-08-28,Jeremy Stinat,Reims,Lyon,12,12,2,7,25,17,0,0,12,7,9,17,8,18,5,5,L1 22/23
2022-08-28,Benoît Bastien,Paris S-G,Monaco,12,15,4,3,16,29,3,1,5,9,16,10,17,4,4,3,L1 22/23
2022-08-31,Clément Turpin,Strasbourg,Nantes,13,18,3,6,19,17,0,2,8,5,24,19,5,12,2,3,L1 22/23
2022-08-31,Ruddy Buquet,Monaco,Troyes,13,11,8,6,14,20,0,0,7,4,20,10,8,18,6,10,L1 22/23
2022-08-31,Pierre Gaillouste,Lyon,Auxerre,13,13,9,3,18,15,2,0,7,9,25,11,20,6,7,2,L1 22/23
2022-08-31,Jérémie Pignard,Angers,Reims,9,15,4,3,19,20,3,4,7,10,28,35,9,10,2,4,L1 22/23
2022-08-31,Bastien Dechepy,Montpellier,Ajaccio,9,17,3,8,16,14,1,1,13,9,20,24,9,15,4,0,L1 22/23
2022-08-31,Hakim Ben El Hadj Salem,Toulouse,Paris S-G,10,7,3,9,35,14,1,1,13,12,12,18,14,20,7,12,L1 22/23
2022-08-31,Jeremy Stinat,Lille,Nice,15,21,6,3,13,20,1,0,1,12,16,14,18,1,6,0,L1 22/23
2022-08-31,Benoît Millot,Rennes,Brest,11,6,7,3,10,25,3,2,4,7,27,23,16,7,9,2,L1 22/23
2022-08-31,Eric Wattellier,Marseille,Clermont Foot,16,12,7,1,21,19,1,0,3,8,27,17,20,3,6,0,L1 22/23
2022-08-31,Benoît Bastien,Lens,Lorient,10,6,4,5,11,10,1,2,6,8,20,19,15,11,8,3,L1 22/23
2022-09-03,Willy Delajod,Auxerre,Marseille,8,14,4,1,23,18,1,2,8,9,21,15,8,15,2,7,L1 22/23
2022-09-03,Thomas Léonard,Lyon,Angers,5,9,13,3,13,23,6,0,3,7,19,17,16,8,9,2,L1 22/23
2022-09-03,Pierre Gaillouste,Nantes,Paris S-G,6,12,1,7,23,12,1,1,3,10,3,16,10,19,1,6,L1 22/23
2022-09-04,Jérôme Brisard,Montpellier,Lille,8,11,1,9,20,17,2,3,7,1,20,22,4,26,1,8,L1 22/23
2022-09-04,François Letexier,Clermont Foot,Toulouse,14,12,4,6,18,21,1,2,10,5,16,28,12,14,3,3,L1 22/23
2022-09-04,Eric Wattellier,Reims,Lens,9,11,4,4,16,19,1,1,10,9,14,10,17,20,4,4,L1 22/23
2022-09-04,Bastien Dechepy,Brest,Strasbourg,15,9,7,3,15,13,2,1,5,8,21,19,11,9,2,2,L1 22/23
2022-09-04,Jeremy Stinat,Ajaccio,Lorient,16,12,3,3,13,13,4,2,5,17,25,22,16,7,3,4,L1 22/23
2022-09-04,Mathieu Vernice,Troyes,Rennes,13,22,3,5,17,14,1,3,12,2,11,18,9,19,1,6,L1 22/23
2022-09-04,Benoît Millot,Nice,Monaco,10,12,3,6,15,19,2,2,7,3,18,20,12,14,5,2,L1 22/23
2022-09-07,Bastien Dechepy,Lorient,Lyon,8,18,1,6,21,14,1,2,6,5,19,16,11,15,6,7,L1 22/23
2022-09-09,Hakim Ben El Hadj Salem,Lens,Troyes,16,10,9,1,18,25,1,0,1,10,18,20,12,7,3,2,L1 22/23
2022-09-10,Jérémie Pignard,Paris S-G,Brest,13,16,3,5,15,21,3,1,5,12,17,11,13,5,4,2,L1 22/23
2022-09-10,Benoît Millot,Marseille,Lille,22,17,4,3,17,27,1,1,4,5,22,20,14,7,6,3,L1 22/23
2022-09-11,Marc Bollengier,Strasbourg,Clermont Foot,20,15,3,5,22,11,1,3,6,8,20,21,12,10,3,4,L1 22/23
2022-09-11,François Letexier,Angers,Montpellier,15,12,2,5,28,17,2,2,7,9,22,31,10,7,4,2,L1 22/23
2022-09-11,Johan Hamel,Lorient,Nantes,9,17,2,5,24,21,1,1,8,5,14,19,13,9,5,4,L1 22/23
2022-09-11,Stéphanie Frappart,Toulouse,Reims,17,11,4,6,32,14,1,0,13,11,13,22,14,11,3,1,L1 22/23
2022-09-11,Eric Wattellier,Ajaccio,Nice,9,11,2,3,23,18,3,1,5,10,34,20,9,12,3,3,L1 22/23
2022-09-11,Thomas Léonard,Rennes,Auxerre,11,9,2,1,19,17,2,3,7,2,18,26,12,7,8,3,L1 22/23
2022-09-11,Clément Turpin,Monaco,Lyon,12,9,1,6,23,11,3,0,11,6,11,23,11,20,4,6,L1 22/23
2022-09-16,Ruddy Buquet,Auxerre,Lorient,13,11,9,5,21,17,0,1,3,11,19,16,17,12,5,8,L1 22/23
2022-09-17,Jeremy Stinat,Montpellier,Strasbourg,11,20,8,6,18,16,3,2,8,4,28,31,9,8,3,2,L1 22/23
2022-09-17,Pierre Gaillouste,Lille,Toulouse,20,14,5,7,20,18,1,5,5,7,31,33,10,14,4,5,L1 22/23
2022-09-18,Marc Bollengier,Reims,Monaco,14,16,5,4,21,15,3,2,8,6,12,22,9,20,2,11,L1 22/23
2022-09-18,Stéphanie Frappart,Brest,Ajaccio,13,12,6,2,12,16,2,0,2,8,33,21,8,6,4,4,L1 22/23
2022-09-18,Jérôme Brisard,Clermont Foot,Troyes,8,15,5,1,22,11,2,1,6,11,13,28,14,9,2,4,L1 22/23
2022-09-18,Bastien Dechepy,Nice,Angers,9,11,5,4,28,9,1,1,10,7,18,19,18,16,5,3,L1 22/23
2022-09-18,Benoît Bastien,Marseille,Rennes,13,13,11,7,19,22,2,1,4,4,20,18,15,11,4,4,L1 22/23
2022-09-18,Willy Delajod,Nantes,Lens,14,14,3,7,16,21,1,1,7,8,16,17,12,8,4,2,L1 22/23
2022-09-18,François Letexier,Lyon,Paris S-G,14,4,3,7,28,19,3,3,3,7,13,10,12,15,3,7,L1 22/23
2022-09-30,Johan Hamel,Angers,Marseille,9,14,6,3,16,17,1,0,9,11,20,29,16,15,5,7,L1 22/23
2022-10-01,Eric Wattellier,Strasbourg,Rennes,9,13,1,5,11,17,3,2,3,5,17,12,8,17,2,7,L1 22/23
2022-10-01,Jérôme Brisard,Paris S-G,Nice,16,9,4,0,20,29,3,2,1,6,15,10,12,4,4,1,L1 22/23
2022-10-02,Hakim Ben El Hadj Salem,Lorient,Lille,13,14,0,14,25,19,0,1,13,6,6,21,7,20,4,4,L1 22/23
2022-10-02,Florent Batta,Auxerre,Brest,15,18,0,6,16,13,0,2,8,8,12,15,10,9,2,2,L1 22/23
2022-10-02,Benoît Millot,Troyes,Reims,13,13,10,2,18,29,3,0,2,7,29,11,19,5,6,2,L1 22/23
2022-10-02,Jérémie Pignard,Toulouse,Montpellier,13,7,3,12,14,23,1,3,13,8,19,26,12,23,5,5,L1 22/23
2022-10-02,Clément Turpin,Ajaccio,Clermont Foot,13,10,4,4,17,19,0,1,3,14,30,22,12,7,3,3,L1 22/23
2022-10-02,Thomas Léonard,Monaco,Nantes,8,10,7,7,20,15,4,0,6,6,20,13,9,7,5,2,L1 22/23
2022-10-02,Benoît Bastien,Lens,Lyon,19,16,6,2,13,21,1,0,2,8,14,20,20,4,5,0,L1 22/23
2022-10-07,Ruddy Buquet,Lyon,Toulouse,13,11,4,5,18,14,2,1,4,10,25,19,19,5,8,2,L1 22/23
2022-10-08,Willy Delajod,Marseille,Ajaccio,17,18,11,2,14,19,2,1,6,10,22,23,9,6,1,1,L1 22/23
2022-10-08,Pierre Gaillouste,Reims,Paris S-G,20,12,7,3,14,14,3,0,6,19,10,9,24,11,4,3,L1 22/23
2022-10-09,Benoît Millot,Montpellier,Monaco,13,16,7,2,23,12,1,0,4,11,14,28,11,11,1,7,L1 22/23
2022-10-09,Bastien Dechepy,Brest,Lorient,14,13,7,8,25,10,0,1,5,10,22,17,11,14,4,5,L1 22/23
2022-10-09,Clément Turpin,Angers,Strasbourg,16,14,6,6,18,22,1,3,5,6,17,18,14,15,8,7,L1 22/23
2022-10-09,Mathieu Vernice,Clermont Foot,Auxerre,4,17,4,4,17,18,5,0,6,2,18,19,10,14,6,4,L1 22/23
2022-10-09,Johan Hamel,Nice,Troyes,8,9,5,5,23,17,0,0,14,6,16,11,13,17,5,6,L1 22/23
2022-10-09,Florent Batta,Rennes,Nantes,13,14,4,3,17,19,2,3,8,12,22,23,14,8,4,3,L1 22/23
2022-10-09,François Letexier,Lille,Lens,19,15,5,9,17,24,0,2,8,9,20,21,11,9,4,2,L1 22/23
2022-10-14,Jérémie Pignard,Strasbourg,Lille,12,17,3,0,24,12,1,3,3,11,26,16,12,9,1,6,L1 22/23
2022-10-15,Mathieu Vernice,Lorient,Reims,10,17,2,2,30,18,1,2,7,11,25,23,10,7,3,2,L1 22/23
2022-10-15,Hakim Ben El Hadj Salem,Lens,Montpellier,12,10,4,5,9,20,1,2,7,14,18,24,17,8,5,1,L1 22/23
2022-10-16,Benoît Bastien,Toulouse,Angers,12,15,2,8,24,18,2,0,8,10,13,10,13,13,5,5,L1 22/23
2022-10-16,Stéphanie Frappart,Rennes,Lyon,13,14,3,2,18,14,1,3,2,10,24,29,14,7,5,5,L1 22/23
2022-10-16,Jérôme Brisard,Troyes,Ajaccio,8,14,3,5,13,24,6,3,8,5,27,19,9,14,2,6,L1 22/23
2022-10-16,Eric Wattellier,Auxerre,Nice,11,3,2,6,18,12,2,2,10,13,17,24,11,9,3,2,L1 22/23
2022-10-16,Marc Bollengier,Nantes,Brest,13,10,7,5,20,18,3,0,6,8,14,22,15,11,4,2,L1 22/23
2022-10-16,Ruddy Buquet,Monaco,Clermont Foot,8,11,3,4,17,14,1,2,15,4,13,13,5,21,3,6,L1 22/23
2022-10-16,Clément Turpin,Paris S-G,Marseille,9,16,7,6,26,24,1,0,8,10,9,6,23,18,8,7,L1 22/23
2022-10-21,Johan Hamel,Ajaccio,Paris S-G,13,13,3,8,32,21,0,7,4,7,14,10,8,11,1,6,L1 22/23
2022-10-22,Thomas Léonard,Montpellier,Lyon,9,18,4,7,15,17,2,3,5,8,21,18,10,21,4,10,L1 22/23
2022-10-22,Benoît Millot,Marseille,Lens,19,20,7,3,13,15,2,2,5,7,17,18,13,12,3,4,L1 22/23
2022-10-23,Pierre Gaillouste,Angers,Rennes,9,11,5,6,12,12,0,2,7,4,12,19,7,13,2,4,L1 22/23
2022-10-23,Marc Bollengier,Troyes,Lorient,8,9,3,6,18,21,2,2,16,11,7,16,13,20,4,5,L1 22/23
2022-10-23,Jérémie Pignard,Clermont Foot,Brest,10,17,7,4,15,18,1,0,5,14,16,14,14,18,4,10,L1 22/23
2022-10-23,Hakim Ben El Hadj Salem,Reims,Auxerre,13,12,8,2,22,28,4,5,4,8,23,24,19,10,10,2,L1 22/23
2022-10-23,Jeremy Stinat,Toulouse,Strasbourg,14,8,6,6,9,10,4,0,8,10,16,21,17,10,6,4,L1 22/23
2022-10-23,François Letexier,Nice,Nantes,9,9,7,3,20,31,2,1,6,6,31,16,10,11,4,4,L1 22/23
2022-10-23,Willy Delajod,Lille,Monaco,8,10,6,6,13,12,3,5,4,8,18,15,20,9,7,6,L1 22/23
2022-10-28,Florent Batta,Lens,Toulouse,12,13,6,8,6,11,0,0,7,9,15,26,12,9,7,0,L1 22/23
2022-10-29,Eric Wattellier,Paris S-G,Troyes,9,12,8,4,25,21,2,1,7,6,13,13,18,16,10,5,L1 22/23
2022-10-29,Ruddy Buquet,Strasbourg,Marseille,14,11,3,0,14,14,0,0,5,9,24,13,12,13,5,4,L1 22/23
2022-10-30,Benoît Millot,Auxerre,Ajaccio,13,12,5,5,16,15,0,3,4,11,19,26,18,5,5,1,L1 22/23
2022-10-30,Bastien Dechepy,Rennes,Montpellier,15,12,3,4,10,20,0,5,6,9,16,16,14,8,3,3,L1 22/23
2022-10-30,Stéphanie Frappart,Monaco,Angers,18,15,7,0,21,13,1,2,6,4,11,12,7,7,4,3,L1 22/23
2022-10-30,Willy Delajod,Brest,Reims,15,13,5,5,22,25,5,2,11,9,25,25,12,11,4,3,L1 22/23
2022-10-30,Benoît Bastien,Nantes,Clermont Foot,15,9,2,2,15,17,0,1,6,9,25,20,13,10,4,6,L1 22/23
2022-10-30,Clément Turpin,Lorient,Nice,7,7,8,3,18,26,2,1,9,7,15,12,14,16,7,5,L1 22/23
2022-10-30,Jérôme Brisard,Lyon,Lille,11,15,3,6,27,27,2,1,6,6,19,27,6,15,3,5,L1 22/23
2022-11-04,Pierre Gaillouste,Troyes,Auxerre,9,10,10,5,13,14,0,2,9,9,17,12,21,13,5,2,L1 22/23
2022-11-05,Mathieu Vernice,Ajaccio,Strasbourg,15,20,4,3,10,10,1,0,4,6,17,17,9,9,5,5,L1 22/23
2022-11-05,Thomas Léonard,Angers,Lens,16,6,3,4,19,15,0,2,6,4,14,21,6,12,3,4,L1 22/23
2022-11-06,Benoît Bastien,Lorient,Paris S-G,10,9,5,8,22,18,0,0,13,6,11,18,9,15,2,7,L1 22/23
2022-11-06,Benoît Millot,Toulouse,Monaco,9,11,7,6,13,19,2,2,14,10,17,23,13,24,5,10,L1 22/23
2022-11-06,Ruddy Buquet,Reims,Nantes,7,14,10,4,24,25,1,0,3,10,22,21,21,15,8,4,L1 22/23
2022-11-06,Jeremy Stinat,Nice,Brest,6,11,2,6,21,14,5,2,7,4,11,19,14,12,9,2,L1 22/23
2022-11-06,Marc Bollengier,Clermont Foot,Montpellier,14,17,5,1,28,19,1,1,12,5,29,20,14,6,6,2,L1 22/23
2022-11-06,Johan Hamel,Lille,Rennes,9,14,6,2,21,23,1,0,1,7,17,15,19,2,7,1,L1 22/23
2022-11-06,François Letexier,Marseille,Lyon,9,13,6,4,27,27,2,0,7,6,23,19,6,11,2,4,L1 22/23
2022-11-11,Eric Wattellier,Lyon,Nice,7,7,3,4,24,26,0,3,8,7,22,14,8,12,2,2,L1 22/23
2022-11-12,Hakim Ben El Hadj Salem,Lens,Clermont Foot,19,17,5,3,9,12,2,3,3,7,14,15,16,5,3,2,L1 22/23
2022-11-12,Willy Delajod,Rennes,Toulouse,9,10,4,4,10,16,2,4,4,8,16,22,16,10,8,4,L1 22/23
2022-11-13,Thomas Léonard,Paris S-G,Auxerre,5,7,3,7,12,23,3,0,7,8,7,7,9,10,6,3,L1 22/23
2022-11-13,Miguel Nogueira,Lille,Angers,18,12,2,6,24,21,2,1,6,5,22,19,9,8,4,2,L1 22/23
2022-11-13,Florent Batta,Montpellier,Reims,15,15,11,7,20,20,1,2,7,10,31,31,16,17,8,4,L1 22/23
2022-11-13,Ruddy Buquet,Brest,Troyes,13,12,5,5,17,17,2,2,7,16,14,13,13,8,3,2,L1 22/23
2022-11-13,Jérémie Pignard,Nantes,Ajaccio,16,17,9,6,16,13,1,2,8,5,18,17,15,12,5,3,L1 22/23
2022-11-13,Pierre Gaillouste,Strasbourg,Lorient,9,9,4,2,16,15,2,1,5,13,19,23,20,6,4,2,L1 22/23
2022-11-13,Benoît Bastien,Monaco,Marseille,17,9,5,4,12,8,0,1,9,7,12,12,10,11,5,3,L1 22/23
2022-12-28,Jeremy Stinat,Ajaccio,Angers,13,13,3,5,11,21,2,2,9,5,26,27,10,14,2,4,L1 22/23
2022-12-28,Stéphanie Frappart,Troyes,Nantes,9,12,4,4,15,20,0,0,6,6,22,15,6,19,2,5,L1 22/23
2022-12-28,Marc Bollengier,Auxerre,Monaco,9,15,1,3,21,13,3,2,7,6,16,30,10,5,5,2,L1 22/23
2022-12-28,François Letexier,Clermont Foot,Lille,9,17,3,3,18,27,3,3,7,6,22,23,9,13,3,2,L1 22/23
2022-12-28,Bastien Dechepy,Brest,Lyon,8,19,6,6,16,18,1,0,7,11,21,17,17,16,5,8,L1 22/23
2022-12-28,Clément Turpin,Paris S-G,Strasbourg,9,13,8,3,18,35,3,0,8,5,28,8,9,12,5,3,L1 22/23
2022-12-29,Willy Delajod,Lorient,Montpellier,15,15,5,2,19,13,0,2,7,10,21,21,12,14,4,6,L1 22/23
2022-12-29,Hakim Ben El Hadj Salem,Reims,Rennes,8,8,4,6,20,13,5,3,4,7,16,21,10,11,4,5,L1 22/23
2022-12-29,Jérémie Pignard,Marseille,Toulouse,14,8,1,6,19,20,0,0,4,6,19,22,12,9,6,4,L1 22/23
2022-12-29,Benoît Millot,Nice,Lens,11,18,4,6,14,18,2,3,8,4,14,12,9,10,5,2,L1 22/23
2023-01-01,Pierre Gaillouste,Toulouse,Ajaccio,15,15,5,2,12,12,3,1,3,13,13,27,11,1,4,0,L1 22/23
2023-01-01,Jeremy Stinat,Monaco,Brest,23,14,7,5,27,20,1,2,4,10,19,19,17,13,5,6,L1 22/23
2023-01-01,Florent Batta,Angers,Lorient,16,9,7,7,18,27,3,0,3,8,23,31,15,10,6,5,L1 22/23
2023-01-01,Benoît Bastien,Nantes,Auxerre,10,19,3,7,17,10,1,0,9,8,19,23,10,14,3,6,L1 22/23
2023-01-01,Stéphanie Frappart,Lyon,Clermont Foot,21,13,7,4,21,26,0,2,3,8,19,19,13,12,2,2,L1 22/23
2023-01-01,Jérôme Brisard,Lens,Paris S-G,16,12,3,7,21,13,3,0,6,5,11,17,10,16,4,6,L1 22/23
2023-01-02,Benoît Millot,Strasbourg,Troyes,10,12,3,1,10,15,3,2,5,10,28,13,17,9,7,5,L1 22/23
2023-01-02,Eric Wattellier,Lille,Reims,8,12,5,1,22,24,1,3,8,7,21,28,14,9,5,6,L1 22/23
2023-01-02,Ruddy Buquet,Montpellier,Marseille,10,14,5,7,19,18,3,2,3,9,23,20,7,17,0,7,L1 22/23
2023-01-02,Thomas Léonard,Rennes,Nice,16,7,5,2,16,22,1,1,6,9,15,20,20,6,5,3,L1 22/23
2023-01-11,Clément Turpin,Clermont Foot,Rennes,12,13,4,1,12,15,2,0,6,4,17,20,11,9,5,2,L1 22/23
2023-01-11,Willy Delajod,Ajaccio,Reims,20,22,2,2,14,19,3,2,4,5,31,31,11,9,1,1,L1 22/23
2023-01-11,Florent Batta,Auxerre,Toulouse,22,13,7,4,20,16,0,1,5,8,16,12,18,8,4,6,L1 22/23
2023-01-11,Mathieu Vernice,Brest,Lille,15,12,0,8,21,15,0,2,7,4,25,14,5,11,0,4,L1 22/23
2023-01-11,Marc Bollengier,Nantes,Lyon,12,15,6,1,10,16,2,2,3,7,21,17,13,10,5,6,L1 22/23
2023-01-11,Hakim Ben El Hadj Salem,Troyes,Marseille,12,13,4,7,9,12,1,4,5,2,20,15,5,13,1,4,L1 22/23
2023-01-11,Bastien Dechepy,Nice,Montpellier,16,17,3,4,32,32,0,3,5,5,12,24,16,4,10,2,L1 22/23
2023-01-11,Eric Wattellier,Paris S-G,Angers,5,10,5,1,19,18,3,2,6,1,14,8,9,6,6,0,L1 22/23
2023-01-11,Jérôme Brisard,Lorient,Monaco,8,13,3,4,21,19,1,2,11,5,15,24,8,16,6,4,L1 22/23
2023-01-11,François Letexier,Strasbourg,Lens,15,10,3,4,16,26,0,0,9,2,13,23,9,15,6,8,L1 22/23
2023-01-14,Willy Delajod,Lens,Auxerre,21,16,9,2,14,15,0,1,4,9,15,22,9,6,1,1,L1 22/23
2023-01-14,Bastien Dechepy,Marseille,Lorient,14,12,6,3,11,13,1,0,4,10,10,14,15,11,7,3,L1 22/23
2023-01-14,Jeremy Stinat,Lyon,Strasbourg,10,16,14,2,22,22,1,0,3,9,34,16,27,8,6,4,L1 22/23
2023-01-15,Pierre Gaillouste,Lille,Troyes,12,5,7,2,12,15,2,1,10,4,11,10,23,10,13,2,L1 22/23
2023-01-15,Benoît Millot,Toulouse,Brest,17,12,10,5,14,14,2,0,11,15,21,10,16,17,6,5,L1 22/23
2023-01-15,Thomas Léonard,Montpellier,Nantes,13,14,3,5,13,15,1,2,4,8,28,20,11,12,5,7,L1 22/23
2023-01-15,François Letexier,Reims,Nice,6,5,5,3,29,31,1,2,8,16,26,20,13,6,2,4,L1 22/23
2023-01-15,Mathieu Vernice,Angers,Clermont Foot,15,11,3,1,17,21,0,1,4,5,21,21,5,10,1,6,L1 22/23
2023-01-15,Ruddy Buquet,Monaco,Ajaccio,8,14,3,3,21,16,1,2,3,3,17,21,10,5,7,2,L1 22/23
2023-01-15,Benoît Bastien,Rennes,Paris S-G,8,17,4,5,17,16,2,2,6,1,12,21,8,8,6,1,L1 22/23
2023-01-27,Benoît Millot,Lorient,Rennes,4,6,2,10,26,19,1,0,9,3,17,21,4,19,4,6,L1 22/23
2023-01-28,Clément Turpin,Troyes,Lens,12,7,3,11,20,22,0,2,18,5,17,22,6,21,1,4,L1 22/23
2023-01-28,Jérémie Pignard,Marseille,Monaco,7,9,6,3,23,28,1,1,8,9,16,14,22,11,6,4,L1 22/23
2023-01-29,Eric Wattellier,Nice,Lille,12,11,5,7,22,16,0,1,7,6,10,21,12,16,6,7,L1 22/23
2023-01-29,Marc Bollengier,Brest,Angers,10,17,4,5,17,16,3,3,6,5,20,29,9,8,7,1,L1 22/23
2023-01-29,Jeremy Stinat,Auxerre,Montpellier,13,18,5,3,24,28,0,0,4,13,36,22,15,4,4,3,L1 22/23
2023-01-29,Willy Delajod,Strasbourg,Toulouse,14,10,4,2,17,25,1,2,5,7,31,27,11,8,2,3,L1 22/23
2023-01-29,Thomas Léonard,Ajaccio,Lyon,22,18,5,1,22,22,3,2,6,6,20,26,16,8,5,2,L1 22/23
2023-01-29,Ruddy Buquet,Paris S-G,Reims,5,10,3,3,10,31,1,4,12,4,12,9,12,17,4,4,L1 22/23
2023-02-01,Jeremy Stinat,Lille,Clermont Foot,15,11,8,3,22,25,2,2,5,13,28,12,22,13,5,5,L1 22/23
2023-02-01,Willy Delajod,Nantes,Marseille,14,16,5,7,13,13,0,3,8,9,20,19,12,13,2,4,L1 22/23
2023-02-01,Mathieu Vernice,Toulouse,Troyes,12,14,8,0,14,5,2,0,4,6,22,24,12,10,5,2,L1 22/23
2023-02-01,Bastien Dechepy,Angers,Ajaccio,18,11,2,6,17,20,1,2,12,5,27,23,6,9,2,4,L1 22/23
2023-02-01,Florent Batta,Reims,Lorient,11,7,5,7,17,15,3,1,2,12,17,11,30,12,8,5,L1 22/23
2023-02-01,Ruddy Buquet,Lyon,Brest,10,13,15,2,8,28,0,3,7,8,32,17,28,8,8,1,L1 22/23
2023-02-01,Eric Wattellier,Monaco,Auxerre,11,7,5,4,26,20,3,1,8,4,15,18,16,11,6,3,L1 22/23
2023-02-01,Jérémie Pignard,Montpellier,Paris S-G,9,12,1,3,17,15,3,4,12,3,7,15,6,18,3,7,L1 22/23
2023-02-01,Thomas Léonard,Lens,Nice,12,8,5,3,15,23,3,3,5,8,26,18,9,14,4,6,L1 22/23
