_date,referee,home,away,fouls_home,fouls_away,corners_home,corners_away,tackles_home,tackles_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,trow_ins_home,trow_ins_away,sot_home,sot_away,shots_home,shots_away,league_season
2024-02-16,Alberola Rojas,Villarreal,Getafe,13,13,8,3,11,11,6,2,7,5,19,24,7,1,20,11,LA 23/24
2024-02-17,Jorge Figueroa,Atlético Madrid,Las Palmas,19,9,3,5,21,10,4,0,6,9,20,17,6,2,12,11,LA 23/24
2024-02-17,Francisco Hernández,Osasuna,Cádiz,20,12,5,4,14,13,1,5,10,11,23,18,4,1,11,5,LA 23/24
2024-02-17,Juan Pulido,Celta Vigo,Barcelona,11,13,2,5,19,14,4,1,7,9,17,20,4,3,13,13,LA 23/24
2024-02-17,César Soto,Valencia,Sevilla,5,8,7,2,9,14,3,1,4,9,34,20,4,1,14,1,LA 23/24
2024-02-18,Alejandro Muñíz,Rayo Vallecano,Real Madrid,17,7,4,10,20,24,4,2,9,4,22,13,2,4,7,11,LA 23/24
2024-02-18,Jesús Gil,Granada,Almería,13,22,10,4,19,18,0,3,10,8,20,17,7,3,19,13,LA 23/24
2024-02-18,Pablo González,Mallorca,Real Sociedad,12,18,3,9,19,13,2,2,12,4,19,25,1,5,4,19,LA 23/24
2024-02-18,Mateo Busquets,Betis,Alavés,13,9,6,8,23,18,1,1,7,10,33,24,1,4,13,13,LA 23/24
2024-02-19,José Sánchez,Athletic Club,Girona,16,13,3,4,23,12,2,3,6,7,12,22,7,5,14,12,LA 23/24
2024-02-23,Javier Villanueva,Real Sociedad,Villarreal,15,14,13,2,14,12,4,1,2,13,27,18,7,4,21,6,LA 23/24
2024-02-24,Alejandro Muñíz,Barcelona,Getafe,12,18,5,8,16,21,5,4,6,5,20,14,9,4,17,10,LA 23/24
2024-02-24,Víctor García,Alavés,Mallorca,7,15,3,3,9,10,2,0,7,9,21,23,1,7,9,15,LA 23/24
2024-02-24,Alberola Rojas,Almería,Atlético Madrid,13,12,2,7,14,21,1,2,4,3,24,28,4,9,9,18,LA 23/24
2024-02-25,Miguel Ángel Ortiz Arias,Cádiz,Celta Vigo,13,20,9,1,20,16,3,2,4,16,25,18,6,3,19,7,LA 23/24
2024-02-25,Guillermo Cuadra,Betis,Athletic Club,14,12,5,3,18,8,2,2,3,7,17,31,5,1,13,3,LA 23/24
2024-02-25,José Luis Munuera,Las Palmas,Osasuna,6,15,6,7,10,17,2,3,8,6,21,22,3,2,9,6,LA 23/24
2024-02-25,Isidro Díaz de Mera,Real Madrid,Sevilla,10,13,7,2,14,28,1,0,5,9,28,14,6,1,16,4,LA 23/24
2024-02-26,Ricardo de Burgos,Girona,Rayo Vallecano,13,16,2,2,17,14,4,2,5,7,13,18,8,1,14,7,LA 23/24
2024-03-01,José Sánchez,Celta Vigo,Almería,8,14,7,0,11,22,2,3,3,8,25,20,6,0,15,3,LA 23/24
2024-03-02,Mateo Busquets,Sevilla,Real Sociedad,12,15,2,5,21,29,1,6,8,8,23,25,5,3,12,12,LA 23/24
2024-03-02,Alberola Rojas,Rayo Vallecano,Cádiz,14,17,4,9,18,21,0,3,9,13,24,27,5,5,9,16,LA 23/24
2024-03-02,Pablo González,Getafe,Las Palmas,28,9,4,4,10,10,2,4,9,5,19,19,5,5,16,14,LA 23/24
2024-03-02,Jesús Gil,Valencia,Real Madrid,19,11,2,2,19,11,0,2,9,3,19,16,5,5,12,10,LA 23/24
2024-03-03,Juan Pulido,Villarreal,Granada,12,15,6,4,16,20,1,2,10,6,11,16,10,3,16,9,LA 23/24
2024-03-03,César Soto,Atlético Madrid,Betis,9,12,4,6,18,12,3,0,9,9,10,27,11,6,16,12,LA 23/24
2024-03-03,Francisco Hernández,Mallorca,Girona,19,9,8,5,13,6,0,1,12,7,13,24,1,4,16,15,LA 23/24
2024-03-03,Alejandro Hernández,Athletic Club,Barcelona,14,11,4,4,16,24,5,0,10,9,15,13,2,1,8,8,LA 23/24
2024-03-04,Jorge Figueroa,Osasuna,Alavés,15,11,5,5,17,11,0,2,3,8,32,20,4,4,15,10,LA 23/24
2024-03-08,Javier Villanueva,Barcelona,Mallorca,10,14,4,1,13,30,2,6,7,5,19,7,5,3,19,9,LA 23/24
2024-03-09,Juan Pulido,Valencia,Getafe,10,19,5,5,14,18,2,2,10,9,23,25,3,5,10,15,LA 23/24
2024-03-09,Pablo González,Cádiz,Atlético Madrid,20,15,3,1,25,17,4,1,6,4,13,19,3,4,7,8,LA 23/24
2024-03-09,Juan Martínez,Granada,Real Sociedad,17,11,4,6,18,14,1,6,6,5,20,23,5,8,12,11,LA 23/24
2024-03-09,Mateo Busquets,Girona,Osasuna,10,16,5,7,15,19,6,2,10,3,20,15,6,1,11,7,LA 23/24
2024-03-10,José Luis Munuera,Alavés,Rayo Vallecano,13,10,7,5,12,13,2,4,8,12,23,13,4,3,12,9,LA 23/24
2024-03-10,Miguel Ángel Ortiz Arias,Las Palmas,Athletic Club,8,14,10,3,13,24,3,3,6,7,26,21,2,2,14,7,LA 23/24
2024-03-10,Mario Melero,Real Madrid,Celta Vigo,8,13,12,1,22,21,0,0,6,10,12,23,13,1,25,11,LA 23/24
2024-03-10,Alejandro Hernández,Betis,Villarreal,12,17,11,4,18,15,0,2,3,8,18,18,4,4,13,6,LA 23/24
2024-03-11,Ricardo de Burgos,Almería,Sevilla,6,11,1,8,7,16,2,2,7,11,27,19,4,6,14,19,LA 23/24
2024-03-15,César Soto,Real Sociedad,Cádiz,15,6,8,2,15,14,1,5,6,9,24,12,6,2,14,13,LA 23/24
2024-03-16,Ricardo de Burgos,Mallorca,Granada,17,9,10,2,14,18,3,0,4,10,32,19,8,3,18,8,LA 23/24
2024-03-16,Juan Martínez,Osasuna,Real Madrid,18,8,5,7,16,19,1,3,7,10,14,25,4,9,10,17,LA 23/24
2024-03-16,José Luis Munuera,Getafe,Girona,16,13,2,5,21,16,1,2,11,7,19,22,3,3,11,13,LA 23/24
2024-03-16,Alejandro Muñíz,Athletic Club,Alavés,7,13,5,4,11,21,6,2,3,10,17,16,4,2,16,6,LA 23/24
2024-03-17,Francisco Hernández,Sevilla,Celta Vigo,13,6,3,8,14,14,1,3,9,10,21,21,4,5,11,18,LA 23/24
2024-03-17,Víctor García,Las Palmas,Almería,8,17,11,3,11,13,3,3,0,16,22,14,6,2,21,3,LA 23/24
2024-03-17,Jorge Figueroa,Villarreal,Valencia,12,12,5,2,10,22,1,2,6,7,19,23,6,7,12,14,LA 23/24
2024-03-17,Juan Pulido,Rayo Vallecano,Betis,22,16,4,8,31,21,2,2,9,2,23,38,4,1,8,11,LA 23/24
2024-03-17,José Sánchez,Atlético Madrid,Barcelona,15,9,7,3,14,14,8,0,8,12,14,19,3,5,13,9,LA 23/24
2024-03-29,Guillermo Cuadra,Cádiz,Granada,17,14,5,2,25,24,2,1,9,11,24,19,5,2,13,10,LA 23/24
2024-03-30,Javier Villanueva,Getafe,Sevilla,11,15,6,3,22,22,4,2,8,9,26,25,5,3,18,10,LA 23/24
2024-03-30,Pablo González,Almería,Osasuna,13,15,6,1,13,9,2,2,6,13,21,24,5,4,12,6,LA 23/24
2024-03-30,Miguel Ángel Ortiz Arias,Valencia,Mallorca,8,11,3,3,10,21,0,1,6,9,33,16,4,3,14,11,LA 23/24
2024-03-30,Mateo Busquets,Barcelona,Las Palmas,11,9,6,1,16,24,8,4,5,9,22,20,2,0,14,8,LA 23/24
2024-03-31,Alejandro Hernández,Celta Vigo,Rayo Vallecano,12,16,3,2,15,18,1,1,7,8,24,19,0,2,13,8,LA 23/24
2024-03-31,Jesús Gil,Girona,Betis,13,14,5,4,11,20,3,2,4,5,27,15,4,4,8,7,LA 23/24
2024-03-31,Francisco Hernández,Alavés,Real Sociedad,10,15,3,8,16,15,3,3,10,7,25,25,0,3,3,12,LA 23/24
2024-03-31,Alberola Rojas,Real Madrid,Athletic Club,9,13,4,7,9,24,1,0,8,6,16,15,4,3,9,7,LA 23/24
2024-04-01,Mario Melero,Villarreal,Atlético Madrid,14,22,3,3,18,22,1,0,7,10,24,13,2,8,11,14,LA 23/24
2024-04-04,Alejandro Hernández,Granada,Valencia,20,15,5,4,11,9,2,0,4,9,29,22,3,2,13,6,LA 23/24
2024-04-12,Juan Martínez,Betis,Celta Vigo,7,10,6,5,21,18,1,1,8,9,17,24,3,5,15,12,LA 23/24
2024-04-13,Ricardo de Burgos,Atlético Madrid,Girona,18,12,2,0,20,12,3,0,12,8,11,16,3,5,16,12,LA 23/24
2024-04-13,Jorge Figueroa,Rayo Vallecano,Getafe,17,19,3,0,16,19,4,2,9,10,20,12,2,0,12,7,LA 23/24
2024-04-13,José Sánchez,Mallorca,Real Madrid,18,7,4,2,20,10,1,1,5,4,21,17,2,8,6,16,LA 23/24
2024-04-13,Juan Pulido,Cádiz,Barcelona,17,15,8,4,21,14,5,2,8,12,20,22,3,1,14,12,LA 23/24
2024-04-14,Alejandro Muñíz,Las Palmas,Sevilla,8,13,6,2,8,15,2,2,9,5,31,16,2,3,5,10,LA 23/24
2024-04-14,Víctor García,Granada,Alavés,16,11,1,5,19,12,2,4,10,7,17,36,2,3,8,8,LA 23/24
2024-04-14,Guillermo Cuadra,Athletic Club,Villarreal,13,12,3,1,11,15,1,2,5,9,19,15,6,1,13,8,LA 23/24
2024-04-14,Isidro Díaz de Mera,Real Sociedad,Almería,16,8,5,1,17,13,2,1,4,15,25,24,4,2,17,6,LA 23/24
2024-04-15,José Luis Munuera,Osasuna,Valencia,10,10,4,1,11,15,5,0,5,15,35,15,1,3,12,4,LA 23/24
2024-04-19,Javier Villanueva,Athletic Club,Granada,11,15,11,4,13,25,1,1,8,11,32,14,5,0,17,5,LA 23/24
2024-04-20,Francisco Hernández,Celta Vigo,Las Palmas,10,9,8,4,24,19,6,1,7,9,19,18,13,4,21,9,LA 23/24
2024-04-20,Mario Melero,Rayo Vallecano,Osasuna,9,15,5,1,23,16,3,3,5,14,31,24,6,2,17,6,LA 23/24
2024-04-20,Mateo Busquets,Valencia,Betis,18,10,7,6,20,15,5,2,5,6,28,18,4,6,7,12,LA 23/24
2024-04-20,Alberola Rojas,Girona,Cádiz,11,14,2,4,9,20,3,1,7,7,14,17,5,5,10,12,LA 23/24
2024-04-21,Víctor García,Getafe,Real Sociedad,12,18,0,4,19,22,6,2,8,7,25,26,2,3,6,7,LA 23/24
2024-04-21,Miguel Ángel Ortiz Arias,Almería,Villarreal,10,16,5,2,9,10,1,2,9,20,19,11,5,3,24,11,LA 23/24
2024-04-21,Jesús Gil,Alavés,Atlético Madrid,20,12,1,11,13,16,0,1,7,6,18,24,3,4,8,15,LA 23/24
2024-04-21,César Soto,Real Madrid,Barcelona,11,12,2,8,19,15,1,2,10,6,17,18,7,6,13,15,LA 23/24
2024-04-22,Alejandro Hernández,Sevilla,Mallorca,10,8,4,4,14,9,1,5,3,12,16,19,4,5,11,8,LA 23/24
2024-04-26,José Luis Munuera,Real Sociedad,Real Madrid,13,11,11,3,14,14,2,4,0,10,23,20,3,3,9,5,LA 23/24
2024-04-27,Jorge Figueroa,Las Palmas,Girona,12,10,4,2,16,19,3,3,7,7,37,18,4,1,9,4,LA 23/24
2024-04-27,Guillermo Cuadra,Almería,Getafe,15,31,9,2,12,15,2,1,3,11,23,13,10,5,21,8,LA 23/24
2024-04-27,Juan Pulido,Alavés,Celta Vigo,10,9,8,3,15,15,1,0,9,11,28,28,8,0,16,4,LA 23/24
2024-04-27,Juan Martínez,Atlético Madrid,Athletic Club,16,15,3,5,15,13,1,0,7,4,16,18,3,1,8,7,LA 23/24
2024-04-28,Isidro Díaz de Mera,Cádiz,Mallorca,14,21,3,1,21,25,0,2,6,10,28,28,2,2,10,9,LA 23/24
2024-04-28,Alejandro Muñíz,Granada,Osasuna,17,5,0,6,15,15,5,0,7,9,22,16,4,2,12,11,LA 23/24
2024-04-28,Pablo González,Villarreal,Rayo Vallecano,15,8,3,6,20,16,2,3,12,8,13,17,7,4,15,20,LA 23/24
2024-04-28,José Sánchez,Betis,Sevilla,9,20,4,6,18,22,2,2,6,7,13,17,3,1,14,10,LA 23/24
2024-04-29,Ricardo de Burgos,Barcelona,Valencia,12,5,15,1,10,15,2,2,1,10,20,11,13,2,27,4,LA 23/24
2024-05-03,Jesús Gil,Getafe,Athletic Club,6,9,10,5,26,8,4,0,5,13,31,15,8,2,33,7,LA 23/24
2024-05-04,Miguel Ángel Ortiz Arias,Real Sociedad,Las Palmas,12,11,7,2,12,16,3,3,4,5,20,21,4,1,9,7,LA 23/24
2024-05-04,Javier Villanueva,Real Madrid,Cádiz,6,12,7,4,14,25,2,1,4,9,14,20,9,2,19,7,LA 23/24
2024-05-04,Alejandro Hernández,Girona,Barcelona,11,8,5,4,13,21,4,2,12,5,15,20,6,6,9,15,LA 23/24
2024-05-04,Alberola Rojas,Mallorca,Atlético Madrid,12,7,6,2,8,18,2,0,9,9,17,19,4,4,7,9,LA 23/24
2024-05-05,Víctor García,Osasuna,Betis,13,13,8,5,8,14,1,4,9,12,22,16,2,4,12,10,LA 23/24
2024-05-05,César Soto,Celta Vigo,Villarreal,11,5,2,1,17,11,0,1,7,15,7,11,6,3,22,11,LA 23/24
2024-05-05,Mario Melero,Valencia,Alavés,9,17,5,7,11,24,2,0,5,11,22,14,1,4,13,14,LA 23/24
2024-05-05,Francisco Hernández,Rayo Vallecano,Almería,17,15,9,2,18,23,3,1,10,13,31,16,10,2,27,7,LA 23/24
2024-05-05,Mateo Busquets,Sevilla,Granada,15,13,5,4,14,16,1,2,10,6,22,18,5,3,11,8,LA 23/24
2024-05-10,José Luis Munuera,Alavés,Girona,13,6,5,3,18,13,0,3,12,11,14,10,8,5,14,15,LA 23/24
