_date,day,comp,round,venue,result,team,opponent,start,pos,mins,goals,assists,pk,pkatt,shots,sot,crdy,crdr,touches,tackles,_int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp_pct,prgp,carries,prgc,player_name
2023-12-12,Tue,Champions Lg,Group stage,Away,L 0–1,tr Galatasaray,dk FC Copenhagen,Y,LB,76,0,0,0,0,0.0,0.0,0,0,65.0,2.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,44.0,63.0,69.8,4.0,30.0,3.0,Angeliño
2024-02-05,Mon,Serie A,Matchweek 23,Home,W 4–0,Roma,Cagliari,Y,LB,57,0,0,0,0,0.0,0.0,0,0,60.0,1.0,0.0,0.0,0.0,0.0,0.3,5.0,0.0,45.0,53.0,84.9,4.0,24.0,1.0,Angeliño
2024-02-10,Sat,Serie A,Matchweek 24,Home,L 2–4,Roma,Inter,Y,LB,60,0,0,0,0,0.0,0.0,0,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.7,0.0,20.0,0.0,Angeliño
2024-02-18,Sun,Serie A,Matchweek 25,Away,W 3–0,Roma,Frosinone,Y,LB,81,0,0,0,0,0.0,0.0,0,0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,31.0,40.0,77.5,2.0,19.0,0.0,Angeliño
2024-02-26,Mon,Serie A,Matchweek 26,Home,W 3–2,Roma,Torino,Y,WB,63,0,0,0,0,0.0,0.0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,19.0,27.0,70.4,0.0,20.0,0.0,Angeliño
2024-03-02,Sat,Serie A,Matchweek 27,Away,W 4–1,Roma,Monza,Y,LB,58,0,0,0,0,1.0,0.0,1,0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,29.0,82.8,2.0,26.0,3.0,Angeliño
2024-03-10,Sun,Serie A,Matchweek 28,Away,D 2–2,Roma,Fiorentina,Y,WB,79,0,0,0,0,1.0,0.0,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,34.0,64.7,2.0,15.0,0.0,Angeliño
2024-04-01,Mon,Serie A,Matchweek 30,Away,D 0–0,Roma,Lecce,Y,LB,90,0,0,0,0,1.0,0.0,0,0,89.0,3.0,4.0,2.0,0.1,0.1,0.0,0.0,0.0,47.0,76.0,61.8,6.0,44.0,0.0,Angeliño
2024-04-06,Sat,Serie A,Matchweek 31,Home,W 1–0,Roma,Lazio,Y,"LB,AM",78,0,0,0,0,1.0,0.0,0,0,67.0,2.0,2.0,1.0,0.0,0.0,0.1,4.0,1.0,37.0,52.0,71.2,3.0,23.0,0.0,Angeliño
2024-04-22,Mon,Serie A,Matchweek 33,Home,L 1–3,Roma,Bologna,Y,LB,51,0,0,0,0,0.0,0.0,1,0,30.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,87.0,0.0,12.0,0.0,Angeliño
2024-04-25,Thu,Serie A,Matchweek 32,Away,W 2–1,Roma,Udinese,Y,"WB,LW",90,0,0,0,0,0.0,0.0,0,0,87.0,2.0,1.0,1.0,0.0,0.0,0.2,2.0,0.0,56.0,76.0,73.7,10.0,45.0,1.0,Angeliño
2024-05-05,Sun,Serie A,Matchweek 35,Home,D 1–1,Roma,Juventus,Y,LB,90,0,0,0,0,0.0,0.0,0,0,62.0,0.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,47.0,57.0,82.5,1.0,39.0,4.0,Angeliño
2024-05-09,Thu,Europa Lg,Semi-finals,Away,D 2–2,it Roma,de Leverkusen,Y,CB,80,0,0,0,0,0.0,0.0,0,0,52.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,26.0,38.0,68.4,5.0,28.0,3.0,Angeliño
2024-05-12,Sun,Serie A,Matchweek 36,Away,L 1–2,Roma,Atalanta,Y,"LB,WB,CB",90,0,0,0,0,1.0,0.0,0,0,40.0,4.0,0.0,1.0,0.0,0.0,0.2,4.0,0.0,21.0,32.0,65.6,1.0,16.0,0.0,Angeliño
2023-08-20,Sun,Serie A,Matchweek 1,Home,D 2–2,Roma,Salernitana,Y,CM,89,0,0,0,0,0.0,0.0,0,0,56.0,3.0,1.0,1.0,0.0,0.0,0.1,3.0,0.0,39.0,50.0,78.0,3.0,29.0,1.0,Houssem Aouar
2023-09-01,Fri,Serie A,Matchweek 3,Home,L 1–2,Roma,Milan,Y,CM,30,0,0,0,0,0.0,0.0,0,0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,6.0,1.0,Houssem Aouar
2023-09-21,Thu,Europa Lg,Group stage,Away,W 2–1,it Roma,md Sheriff Tiraspol,Y,CM,60,0,0,0,0,0.0,0.0,0,0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,88.9,2.0,7.0,0.0,Houssem Aouar
2023-10-05,Thu,Europa Lg,Group stage,Home,W 4–0,it Roma,ch Servette FC,Y,CM,45,0,0,0,0,1.0,0.0,0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,18.0,77.8,4.0,20.0,2.0,Houssem Aouar
2023-10-08,Sun,Serie A,Matchweek 8,Away,W 4–1,Roma,Cagliari,Y,CM,68,1,0,0,0,1.0,1.0,1,0,23.0,1.0,0.0,1.0,0.3,0.3,0.0,1.0,0.0,13.0,15.0,86.7,0.0,14.0,1.0,Houssem Aouar
2023-10-22,Sun,Serie A,Matchweek 9,Home,W 1–0,Roma,Monza,Y,"CM,LM",90,0,0,0,0,2.0,1.0,0,0,63.0,3.0,1.0,0.0,0.2,0.2,0.1,4.0,0.0,43.0,51.0,84.3,3.0,48.0,4.0,Houssem Aouar
2023-10-26,Thu,Europa Lg,Group stage,Home,W 2–0,it Roma,cz Slavia Prague,Y,"AM,CM",88,0,0,0,0,0.0,0.0,0,0,40.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,33.0,90.9,2.0,35.0,0.0,Houssem Aouar
2023-11-05,Sun,Serie A,Matchweek 11,Home,W 2–1,Roma,Lecce,Y,AM,72,0,0,0,0,1.0,1.0,0,0,38.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,23.0,28.0,82.1,2.0,22.0,3.0,Houssem Aouar
2023-11-09,Thu,Europa Lg,Group stage,Away,L 0–2,it Roma,cz Slavia Prague,Y,CM,45,0,0,0,0,0.0,0.0,0,0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,12.0,0.0,Houssem Aouar
2023-11-30,Thu,Europa Lg,Group stage,Away,D 1–1,it Roma,ch Servette FC,Y,CM,55,0,0,0,0,1.0,0.0,0,0,37.0,1.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,21.0,25.0,84.0,2.0,30.0,1.0,Houssem Aouar
2023-12-14,Thu,Europa Lg,Group stage,Home,W 3–0,it Roma,md Sheriff Tiraspol,Y,CM,45,0,0,0,0,0.0,0.0,0,0,41.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,25.0,29.0,86.2,3.0,32.0,2.0,Houssem Aouar
2024-03-10,Sun,Serie A,Matchweek 28,Away,D 2–2,Roma,Fiorentina,Y,AM,90,1,0,0,0,2.0,1.0,0,0,51.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,34.0,39.0,87.2,6.0,36.0,1.0,Houssem Aouar
2024-03-17,Sun,Serie A,Matchweek 29,Home,W 1–0,Roma,Sassuolo,Y,RW,69,0,0,0,0,0.0,0.0,0,0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,26.0,84.6,2.0,20.0,2.0,Houssem Aouar
