_date,day,comp,round,venue,result,team,opponent,start,pos,mins,goals,assists,pk,pkatt,shots,sot,crdy,crdr,touches,tackles,_int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp_pct,prgp,carries,prgc,player_name
2023-08-12,Sat,Ligue 1,Matchweek 1,Away,L 1–2,Reims,Marseille,Y*,CB,90,0,0,0,0,0,0,0,0,72.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,58.0,63.0,92.1,6.0,50.0,1.0,Yunis Abdelhamid
2023-08-20,Sun,Ligue 1,Matchweek 2,Home,W 2–0,Reims,Clermont Foot,Y*,CB,90,0,0,0,0,0,0,0,0,74.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54.0,62.0,87.1,3.0,46.0,1.0,Yunis Abdelhamid
2023-08-27,Sun,Ligue 1,Matchweek 3,Away,W 3–1,Reims,Montpellier,Y*,CB,90,1,0,0,0,2,1,0,0,65.0,2.0,3,5.0,0.2,0.2,0.0,0.0,0.0,34.0,46.0,73.9,2.0,38.0,1.0,Yunis Abdelhamid
2023-09-03,Sun,Ligue 1,Matchweek 4,Away,D 2–2,Reims,Metz,Y*,CB,90,0,0,0,0,1,0,0,0,107.0,4.0,0,1.0,0.0,0.0,0.0,1.0,0.0,82.0,95.0,86.3,15.0,81.0,4.0,Yunis Abdelhamid
2023-09-17,Sun,Ligue 1,Matchweek 5,Home,L 1–2,Reims,Brest,Y*,CB,90,0,0,0,0,0,0,0,0,65.0,2.0,0,2.0,0.0,0.0,0.1,0.0,0.0,40.0,49.0,81.6,5.0,45.0,2.0,Yunis Abdelhamid
2023-09-26,Tue,Ligue 1,Matchweek 6,Away,W 2–1,Reims,Lille,Y*,CB,90,0,0,0,0,0,0,0,0,40.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,72.7,0.0,27.0,0.0,Yunis Abdelhamid
2023-10-01,Sun,Ligue 1,Matchweek 7,Home,W 2–0,Reims,Lyon,Y*,CB,90,1,0,0,0,1,1,1,0,65.0,1.0,0,2.0,0.7,0.7,0.0,0.0,0.0,50.0,56.0,89.3,3.0,48.0,1.0,Yunis Abdelhamid
2023-10-07,Sat,Ligue 1,Matchweek 8,Home,L 1–3,Reims,Monaco,Y*,CB,90,0,0,0,0,0,0,0,0,61.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,44.0,54.0,81.5,4.0,44.0,1.0,Yunis Abdelhamid
2023-10-22,Sun,Ligue 1,Matchweek 9,Away,D 1–1,Reims,Toulouse,Y*,CB,90,0,0,0,0,2,0,0,0,88.0,4.0,1,1.0,0.3,0.3,0.1,3.0,0.0,58.0,76.0,76.3,2.0,57.0,1.0,Yunis Abdelhamid
2023-10-28,Sat,Ligue 1,Matchweek 10,Home,W 1–0,Reims,Lorient,Y*,CB,90,0,0,0,0,0,0,0,0,84.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,70.0,76.0,92.1,9.0,70.0,1.0,Yunis Abdelhamid
2023-11-05,Sun,Ligue 1,Matchweek 11,Away,W 1–0,Reims,Nantes,Y*,CB,90,0,0,0,0,2,1,0,0,80.0,2.0,1,3.0,0.2,0.2,0.0,0.0,0.0,51.0,66.0,77.3,4.0,60.0,0.0,Yunis Abdelhamid
2023-11-11,Sat,Ligue 1,Matchweek 12,Home,L 0–3,Reims,Paris S-G,Y*,CB,90,0,0,0,0,0,0,1,0,46.0,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,31.0,38.0,81.6,4.0,27.0,1.0,Yunis Abdelhamid
2023-11-26,Sun,Ligue 1,Matchweek 13,Away,L 1–3,Reims,Rennes,Y*,CB,90,0,0,0,0,3,2,0,0,81.0,0.0,1,1.0,0.2,0.2,0.0,1.0,0.0,55.0,70.0,78.6,4.0,57.0,2.0,Yunis Abdelhamid
2023-12-01,Fri,Ligue 1,Matchweek 14,Home,W 2–1,Reims,Strasbourg,Y*,CB,90,0,0,0,0,1,0,0,0,92.0,5.0,4,1.0,0.0,0.0,0.0,2.0,0.0,62.0,76.0,81.6,7.0,60.0,4.0,Yunis Abdelhamid
2023-12-10,Sun,Ligue 1,Matchweek 15,Away,L 1–2,Reims,Nice,Y*,CB,90,1,0,0,0,2,2,1,0,60.0,4.0,1,1.0,0.6,0.6,0.0,1.0,0.0,35.0,46.0,76.1,2.0,33.0,1.0,Yunis Abdelhamid
2023-12-16,Sat,Ligue 1,Matchweek 16,Away,L 0–2,Reims,Lens,Y*,CB,90,0,0,0,0,1,0,0,0,73.0,1.0,2,1.0,0.1,0.1,0.0,0.0,0.0,52.0,62.0,83.9,4.0,57.0,2.0,Yunis Abdelhamid
2024-02-04,Sun,Ligue 1,Matchweek 20,Home,L 2–3,Reims,Toulouse,Y*,CB,81,0,0,0,0,0,0,0,0,73.0,3.0,1,3.0,0.0,0.0,0.0,1.0,0.0,56.0,62.0,90.3,5.0,56.0,0.0,Yunis Abdelhamid
2024-02-11,Sun,Ligue 1,Matchweek 21,Away,L 0–2,Reims,Lorient,Y*,CB,90,0,0,0,0,0,0,0,0,83.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,66.0,77.0,85.7,8.0,69.0,2.0,Yunis Abdelhamid
2024-02-18,Sun,Ligue 1,Matchweek 22,Home,D 1–1,Reims,Lens,Y*,CB,90,0,0,0,0,1,0,0,0,103.0,1.0,2,1.0,0.0,0.0,0.0,1.0,0.0,82.0,92.0,89.1,7.0,74.0,1.0,Yunis Abdelhamid
2024-02-25,Sun,Ligue 1,Matchweek 23,Away,W 2–1,Reims,Le Havre,Y*,CB,90,0,0,0,0,0,0,0,0,66.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,59.0,86.4,3.0,50.0,1.0,Yunis Abdelhamid
2024-03-02,Sat,Ligue 1,Matchweek 24,Home,L 0–1,Reims,Lille,Y*,CB,90,0,0,0,0,0,0,0,0,84.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,63.0,76.0,82.9,3.0,63.0,0.0,Yunis Abdelhamid
2024-03-10,Sun,Ligue 1,Matchweek 25,Away,D 2–2,Reims,Paris S-G,Y*,CB,90,0,0,0,0,0,0,0,0,40.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,1.0,23.0,0.0,Yunis Abdelhamid
2024-03-17,Sun,Ligue 1,Matchweek 26,Home,W 2–1,Reims,Metz,Y*,CB,90,0,0,0,0,1,0,1,0,82.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,64.0,70.0,91.4,7.0,58.0,5.0,Yunis Abdelhamid
2024-03-30,Sat,Ligue 1,Matchweek 27,Away,D 1–1,Reims,Lyon,Y*,CB,90,0,0,0,0,1,0,0,0,57.0,4.0,3,4.0,0.1,0.1,0.0,2.0,1.0,32.0,42.0,76.2,1.0,27.0,0.0,Yunis Abdelhamid
2024-04-07,Sun,Ligue 1,Matchweek 28,Home,D 0–0,Reims,Nice,Y*,CB,90,0,0,0,0,1,0,0,0,75.0,2.0,1,1.0,0.0,0.0,0.1,3.0,0.0,62.0,67.0,92.5,8.0,54.0,1.0,Yunis Abdelhamid
2024-04-13,Sat,Ligue 1,Matchweek 29,Away,L 1–3,Reims,Strasbourg,Y*,CB,90,0,0,0,0,1,0,0,0,100.0,3.0,0,2.0,0.2,0.2,0.0,0.0,0.0,82.0,88.0,93.2,3.0,79.0,1.0,Yunis Abdelhamid
2024-04-21,Sun,Ligue 1,Matchweek 30,Home,L 1–2,Reims,Montpellier,Y*,CB,90,0,0,0,0,1,0,1,0,66.0,3.0,1,0.0,0.1,0.1,0.0,2.0,0.0,43.0,54.0,79.6,11.0,41.0,1.0,Yunis Abdelhamid
2024-04-28,Sun,Ligue 1,Matchweek 31,Away,L 1–4,Reims,Clermont Foot,Y*,CB,90,0,0,0,0,0,0,0,0,59.0,0.0,4,2.0,0.0,0.0,0.0,1.0,0.0,42.0,47.0,89.4,2.0,38.0,1.0,Yunis Abdelhamid
2024-05-10,Fri,Ligue 1,Matchweek 33,Away,D 1–1,Reims,Brest,Y*,CB,90,0,0,0,0,0,0,0,0,51.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,72.7,2.0,22.0,0.0,Yunis Abdelhamid
2024-05-15,Wed,Ligue 1,Matchweek 32,Home,W 1–0,Reims,Marseille,Y*,CB,90,0,0,0,0,0,0,0,0,41.0,4.0,2,3.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,77.8,1.0,20.0,0.0,Yunis Abdelhamid
2023-08-13,Sun,Ligue 1,Matchweek 1,Away,L 2–3,Lens,Brest,Y,CM,90,0,0,0,0,0.0,0.0,0,0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30.0,35.0,85.7,6.0,30.0,0.0,Salis Abdul Samed
2023-08-20,Sun,Ligue 1,Matchweek 2,Home,D 1–1,Lens,Rennes,Y,CM,90,0,0,0,0,0.0,0.0,1,0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,57.0,93.0,2.0,50.0,0.0,Salis Abdul Samed
2023-08-26,Sat,Ligue 1,Matchweek 3,Away,L 1–3,Lens,Paris S-G,Y,CM,45,0,0,0,0,0.0,0.0,0,0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,93.8,2.0,16.0,0.0,Salis Abdul Samed
2023-09-02,Sat,Ligue 1,Matchweek 4,Away,L 0–3,Lens,Monaco,Y,CM,90,0,0,0,0,1.0,0.0,0,0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,50.0,84.0,6.0,51.0,0.0,Salis Abdul Samed
2023-09-16,Sat,Ligue 1,Matchweek 5,Home,L 0–1,Lens,Metz,Y,CM,90,0,0,0,0,1.0,0.0,0,0,102.0,2.0,0.0,1.0,0.0,0.0,0.1,4.0,0.0,86.0,94.0,91.5,8.0,88.0,2.0,Salis Abdul Samed
2023-09-20,Wed,Champions Lg,Group stage,Away,D 1–1,fr Lens,es Sevilla,Y,CM,90,0,0,0,0,0.0,0.0,0,0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,32.0,87.5,4.0,27.0,1.0,Salis Abdul Samed
2023-09-24,Sun,Ligue 1,Matchweek 6,Home,W 2–1,Lens,Toulouse,Y,CM,90,0,0,0,0,2.0,0.0,0,0,76.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,67.0,73.0,91.8,9.0,65.0,1.0,Salis Abdul Samed
2023-10-03,Tue,Champions Lg,Group stage,Home,W 2–1,fr Lens,eng Arsenal,Y,CM,90,0,0,0,0,1.0,0.0,1,0,29.0,3.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,15.0,18.0,83.3,1.0,19.0,0.0,Salis Abdul Samed
2023-10-08,Sun,Ligue 1,Matchweek 8,Home,D 1–1,Lens,Lille,Y,CM,90,0,0,0,0,1.0,0.0,0,0,34.0,0.0,0.0,0.0,0.7,0.7,0.1,1.0,0.0,22.0,30.0,73.3,4.0,27.0,1.0,Salis Abdul Samed
2023-10-24,Tue,Champions Lg,Group stage,Home,D 1–1,fr Lens,nl PSV Eindhoven,Y,CM,90,0,0,0,0,0.0,0.0,1,0,50.0,2.0,2.0,2.0,0.0,0.0,0.1,3.0,0.0,38.0,44.0,86.4,3.0,38.0,2.0,Salis Abdul Samed
2023-10-28,Sat,Ligue 1,Matchweek 10,Home,W 4–0,Lens,Nantes,Y,CM,90,0,0,0,0,0.0,0.0,0,0,76.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,71.0,94.4,3.0,69.0,1.0,Salis Abdul Samed
2023-11-08,Wed,Champions Lg,Group stage,Away,L 0–1,fr Lens,nl PSV Eindhoven,Y,CM,90,0,0,0,0,1.0,0.0,0,0,57.0,1.0,1.0,2.0,0.1,0.1,0.1,3.0,0.0,37.0,46.0,80.4,3.0,35.0,1.0,Salis Abdul Samed
2023-11-12,Sun,Ligue 1,Matchweek 12,Home,W 1–0,Lens,Marseille,Y,CM,90,0,0,0,0,0.0,0.0,1,0,31.0,2.0,2.0,1.0,0.0,0.0,0.2,1.0,0.0,17.0,21.0,81.0,3.0,20.0,0.0,Salis Abdul Samed
2023-11-25,Sat,Ligue 1,Matchweek 13,Away,W 3–0,Lens,Clermont Foot,Y,CM,65,0,0,0,0,0.0,0.0,0,0,57.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,45.0,48.0,93.8,3.0,42.0,0.0,Salis Abdul Samed
2023-11-29,Wed,Champions Lg,Group stage,Away,L 0–6,fr Lens,eng Arsenal,Y,CM,45,0,0,0,0,0.0,0.0,0,0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,22.0,23.0,95.7,0.0,21.0,0.0,Salis Abdul Samed
2023-12-02,Sat,Ligue 1,Matchweek 14,Home,W 3–2,Lens,Lyon,Y,CM,90,0,0,0,0,0.0,0.0,0,0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,41.0,46.0,89.1,6.0,44.0,0.0,Salis Abdul Samed
2023-12-08,Fri,Ligue 1,Matchweek 15,Away,D 0–0,Lens,Montpellier,Y,CM,71,0,0,0,0,0.0,0.0,0,0,71.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,49.0,63.0,77.8,7.0,58.0,2.0,Salis Abdul Samed
2023-12-12,Tue,Champions Lg,Group stage,Home,W 2–1,fr Lens,es Sevilla,Y,"CM,DM",90,0,0,0,0,0.0,0.0,0,0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,86.7,2.0,35.0,0.0,Salis Abdul Samed
2023-12-16,Sat,Ligue 1,Matchweek 16,Home,W 2–0,Lens,Reims,Y,CM,89,0,0,0,0,0.0,0.0,0,0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,90.9,1.0,29.0,0.0,Salis Abdul Samed
2023-12-20,Wed,Ligue 1,Matchweek 17,Away,L 0–2,Lens,Nice,Y,CM,90,0,0,0,0,0.0,0.0,0,0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,69.0,94.2,3.0,58.0,0.0,Salis Abdul Samed
2024-02-18,Sun,Ligue 1,Matchweek 22,Away,D 1–1,Lens,Reims,Y,CM,90,0,0,0,0,0.0,0.0,0,0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29.0,32.0,90.6,3.0,30.0,0.0,Salis Abdul Samed
2024-02-22,Thu,Europa Lg,Knockout round play-offs,Away,L 2–3,fr Lens,de Freiburg,Y,CM,102,0,0,0,0,0.0,0.0,0,0,42.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,87.5,2.0,20.0,0.0,Salis Abdul Samed
2024-03-29,Fri,Ligue 1,Matchweek 27,Away,L 1–2,Lens,Lille,Y,CM,69,0,0,0,0,0.0,0.0,0,0,49.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,40.0,85.0,4.0,33.0,1.0,Salis Abdul Samed
2024-04-06,Sat,Ligue 1,Matchweek 28,Home,D 1–1,Lens,Le Havre,Y,CM,45,0,0,0,0,0.0,0.0,0,0,22.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,14.0,92.9,0.0,15.0,0.0,Salis Abdul Samed
2023-08-12,Sat,Ligue 1,Matchweek 1,Away,D 0–0,Lorient,Paris S-G,Y*,CM,90,0,0,0,0,1,0,0,0,44.0,4.0,7,6.0,0.1,0.1,0.0,2.0,0.0,23.0,25.0,92.0,1.0,22.0,0.0,Laurent Abergel
2023-08-20,Sun,Ligue 1,Matchweek 2,Home,D 1–1,Lorient,Nice,Y*,CM,90,0,0,0,0,1,0,0,0,78.0,3.0,1,0.0,0.0,0.0,0.1,1.0,0.0,68.0,70.0,97.1,6.0,58.0,0.0,Laurent Abergel
2023-08-27,Sun,Ligue 1,Matchweek 3,Home,W 4–1,Lorient,Lille,Y*,CM,90,1,1,0,0,1,1,0,0,44.0,1.0,4,0.0,0.3,0.3,0.1,3.0,3.0,27.0,34.0,79.4,2.0,33.0,1.0,Laurent Abergel
2023-09-03,Sun,Ligue 1,Matchweek 4,Away,L 0–3,Lorient,Le Havre,Y*,CM,90,0,0,0,0,0,0,0,0,80.0,0.0,0,2.0,0.0,0.0,0.2,3.0,0.0,68.0,75.0,90.7,5.0,71.0,0.0,Laurent Abergel
2023-09-17,Sun,Ligue 1,Matchweek 5,Home,D 2–2,Lorient,Monaco,Y*,CM,90,0,0,0,0,2,0,0,0,80.0,6.0,2,1.0,0.0,0.0,0.1,3.0,0.0,56.0,69.0,81.2,8.0,58.0,0.0,Laurent Abergel
2023-09-23,Sat,Ligue 1,Matchweek 6,Away,L 3–5,Lorient,Nantes,Y*,CM,90,0,0,0,0,0,0,1,0,95.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,84.0,92.0,91.3,8.0,83.0,1.0,Laurent Abergel
2023-10-01,Sun,Ligue 1,Matchweek 7,Home,L 0–3,Lorient,Montpellier,Y*,"DM,CM",90,0,0,0,0,0,0,0,0,71.0,3.0,3,1.0,0.0,0.0,0.0,2.0,0.0,45.0,57.0,78.9,3.0,54.0,0.0,Laurent Abergel
2023-10-08,Sun,Ligue 1,Matchweek 8,Away,D 3–3,Lorient,Lyon,Y*,CM,90,0,0,0,0,0,0,0,0,91.0,1.0,4,1.0,0.0,0.0,0.0,2.0,0.0,67.0,76.0,88.2,6.0,73.0,1.0,Laurent Abergel
2023-10-22,Sun,Ligue 1,Matchweek 9,Home,W 2–1,Lorient,Rennes,Y*,CM,90,0,0,0,0,1,1,0,0,59.0,6.0,3,2.0,0.0,0.0,0.0,2.0,1.0,36.0,45.0,80.0,5.0,42.0,2.0,Laurent Abergel
2023-10-28,Sat,Ligue 1,Matchweek 10,Away,L 0–1,Lorient,Reims,Y*,CM,90,0,0,0,0,0,0,0,0,66.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,59.0,83.1,4.0,54.0,2.0,Laurent Abergel
2023-11-04,Sat,Ligue 1,Matchweek 11,Home,D 0–0,Lorient,Lens,Y*,"CM,DM",90,0,0,0,0,0,0,0,0,72.0,5.0,2,3.0,0.0,0.0,0.0,1.0,0.0,48.0,57.0,84.2,2.0,53.0,2.0,Laurent Abergel
2023-11-12,Sun,Ligue 1,Matchweek 12,Away,L 0–1,Lorient,Clermont Foot,Y*,CM,90,0,0,0,0,1,0,0,0,86.0,4.0,4,0.0,0.0,0.0,0.1,3.0,0.0,63.0,73.0,86.3,7.0,66.0,1.0,Laurent Abergel
2023-11-26,Sun,Ligue 1,Matchweek 13,Home,L 2–3,Lorient,Metz,Y*,CM,90,0,0,0,0,0,0,0,0,63.0,4.0,0,1.0,0.0,0.0,0.0,3.0,0.0,52.0,55.0,94.5,4.0,51.0,2.0,Laurent Abergel
2023-12-03,Sun,Ligue 1,Matchweek 14,Away,D 1–1,Lorient,Toulouse,Y*,CM,90,0,0,0,0,0,0,0,0,60.0,4.0,2,1.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0,86.3,5.0,48.0,0.0,Laurent Abergel
2023-12-10,Sun,Ligue 1,Matchweek 15,Home,L 2–4,Lorient,Marseille,Y*,"CM,DM",90,0,0,0,0,1,1,0,0,66.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,52.0,59.0,88.1,7.0,51.0,0.0,Laurent Abergel
2023-12-17,Sun,Ligue 1,Matchweek 16,Home,L 1–2,Lorient,Strasbourg,Y*,CM,90,0,0,0,0,0,0,0,0,74.0,0.0,1,1.0,0.0,0.0,0.1,1.0,0.0,48.0,64.0,75.0,6.0,53.0,1.0,Laurent Abergel
2023-12-20,Wed,Ligue 1,Matchweek 17,Away,L 0–4,Lorient,Brest,Y*,"CM,DM",90,0,0,0,0,1,1,0,0,64.0,1.0,2,0.0,0.0,0.0,0.2,2.0,0.0,51.0,59.0,86.4,5.0,47.0,1.0,Laurent Abergel
2024-01-14,Sun,Ligue 1,Matchweek 18,Away,L 0–3,Lorient,Lille,Y*,CM,90,0,0,0,0,0,0,0,0,59.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,81.8,2.0,46.0,0.0,Laurent Abergel
2024-01-28,Sun,Ligue 1,Matchweek 19,Home,D 3–3,Lorient,Le Havre,Y*,CM,90,0,0,0,0,0,0,0,0,51.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,72.5,1.0,39.0,2.0,Laurent Abergel
2024-02-04,Sun,Ligue 1,Matchweek 20,Away,W 2–1,Lorient,Metz,Y*,CM,90,0,0,0,0,0,0,0,0,78.0,3.0,3,0.0,0.0,0.0,0.1,3.0,0.0,63.0,69.0,91.3,12.0,65.0,1.0,Laurent Abergel
2024-02-11,Sun,Ligue 1,Matchweek 21,Home,W 2–0,Lorient,Reims,Y*,CM,71,0,0,0,0,2,0,1,0,40.0,0.0,1,0.0,0.0,0.0,0.0,4.0,0.0,26.0,31.0,83.9,2.0,32.0,0.0,Laurent Abergel
2024-02-18,Sun,Ligue 1,Matchweek 22,Away,W 3–1,Lorient,Strasbourg,Y*,CM,90,0,0,0,0,1,1,0,0,48.0,5.0,0,0.0,0.0,0.0,0.3,5.0,0.0,33.0,40.0,82.5,4.0,34.0,2.0,Laurent Abergel
2024-02-24,Sat,Ligue 1,Matchweek 23,Home,L 0–1,Lorient,Nantes,Y*,CM,90,0,0,0,0,0,0,0,0,91.0,1.0,1,0.0,0.0,0.0,0.1,1.0,0.0,73.0,85.0,85.9,9.0,75.0,3.0,Laurent Abergel
2024-03-03,Sun,Ligue 1,Matchweek 24,Away,W 2–1,Lorient,Rennes,Y*,CM,90,0,0,0,0,2,1,1,0,45.0,2.0,2,1.0,0.1,0.1,0.3,2.0,1.0,26.0,34.0,76.5,5.0,27.0,0.0,Laurent Abergel
2024-03-09,Sat,Ligue 1,Matchweek 25,Home,L 0–2,Lorient,Lyon,Y*,CM,90,0,0,0,0,3,0,0,0,82.0,1.0,1,1.0,0.2,0.2,0.0,2.0,0.0,54.0,65.0,83.1,10.0,67.0,5.0,Laurent Abergel
2024-03-17,Sun,Ligue 1,Matchweek 26,Away,D 2–2,Lorient,Monaco,Y*,CM,75,0,0,0,0,2,1,0,0,53.0,3.0,1,2.0,0.1,0.1,0.1,4.0,0.0,36.0,41.0,87.8,9.0,38.0,0.0,Laurent Abergel
2024-03-31,Sun,Ligue 1,Matchweek 27,Home,L 0–1,Lorient,Brest,Y*,CM,81,0,0,0,0,0,0,0,0,54.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,42.0,50.0,84.0,12.0,42.0,5.0,Laurent Abergel
2024-04-07,Sun,Ligue 1,Matchweek 28,Away,L 0–2,Lorient,Montpellier,Y*,CM,90,0,0,0,0,0,0,0,0,66.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,59.0,72.9,10.0,56.0,1.0,Laurent Abergel
2024-04-28,Sun,Ligue 1,Matchweek 31,Home,L 1–2,Lorient,Toulouse,Y*,"CM,DM",90,0,0,0,0,2,1,0,0,80.0,3.0,4,1.0,0.0,0.0,0.0,4.0,0.0,54.0,65.0,83.1,5.0,52.0,1.0,Laurent Abergel
2024-05-03,Fri,Ligue 1,Matchweek 32,Away,L 0–2,Lorient,Lens,Y*,CM,90,0,0,0,0,0,0,0,0,60.0,1.0,2,1.0,0.0,0.0,0.1,5.0,0.0,39.0,53.0,73.6,10.0,46.0,1.0,Laurent Abergel
2024-05-12,Sun,Ligue 1,Matchweek 33,Away,L 1–3,Lorient,Marseille,Y*,CM,90,0,0,0,0,2,1,1,0,56.0,4.0,5,0.0,0.0,0.0,0.0,4.0,0.0,35.0,41.0,85.4,6.0,37.0,2.0,Laurent Abergel
2023-09-23,Sat,Ligue 1,Matchweek 6,Home,W 5–3,Nantes,Lorient,Y,FW,59,1,0,0,0,3,3,0,0,19.0,0.0,0,0.0,0.2,0.2,0.2,2.0,1.0,8.0,9.0,88.9,0.0,16.0,0.0,Matthis Abline
2023-10-06,Fri,Ligue 1,Matchweek 8,Away,W 2–1,Nantes,Strasbourg,Y,FW,83,0,0,0,0,2,0,0,0,24.0,0.0,0,1.0,0.1,0.1,0.6,5.0,0.0,10.0,14.0,71.4,2.0,17.0,3.0,Matthis Abline
2023-10-22,Sun,Ligue 1,Matchweek 9,Home,W 2–0,Nantes,Montpellier,Y,FW,56,0,0,0,0,2,2,0,0,28.0,0.0,0,0.0,0.1,0.1,0.2,3.0,0.0,13.0,18.0,72.2,0.0,17.0,0.0,Matthis Abline
2023-10-28,Sat,Ligue 1,Matchweek 10,Away,L 0–4,Nantes,Lens,Y,FW,59,0,0,0,0,1,0,0,0,21.0,0.0,0,0.0,0.1,0.1,0.3,2.0,0.0,13.0,14.0,92.9,2.0,15.0,0.0,Matthis Abline
2023-12-20,Wed,Ligue 1,Matchweek 17,Away,L 0–1,Nantes,Lyon,Y,FW,45,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,6.0,66.7,0.0,9.0,1.0,Matthis Abline
2024-03-31,Sun,Ligue 1,Matchweek 27,Away,W 2–1,Nantes,Nice,Y,LW,78,1,0,0,0,3,2,1,0,42.0,1.0,0,0.0,0.1,0.1,0.1,5.0,1.0,23.0,31.0,74.2,1.0,32.0,1.0,Matthis Abline
2024-04-07,Sun,Ligue 1,Matchweek 28,Home,L 1–3,Nantes,Lyon,Y,"LW,FW",90,1,0,0,0,6,4,0,0,34.0,3.0,1,0.0,0.6,0.6,0.0,3.0,0.0,11.0,12.0,91.7,2.0,26.0,3.0,Matthis Abline
2024-04-14,Sun,Ligue 1,Matchweek 29,Away,W 1–0,Nantes,Le Havre,Y,LW,89,0,0,0,0,4,1,0,0,27.0,1.0,0,1.0,0.3,0.3,0.0,1.0,0.0,10.0,18.0,55.6,3.0,28.0,4.0,Matthis Abline
2024-04-26,Fri,Ligue 1,Matchweek 31,Away,D 1–1,Nantes,Montpellier,Y,LW,86,1,0,0,0,4,2,0,0,33.0,0.0,1,0.0,0.4,0.4,0.3,3.0,0.0,10.0,18.0,55.6,0.0,22.0,3.0,Matthis Abline
2024-05-04,Sat,Ligue 1,Matchweek 32,Away,D 0–0,Nantes,Brest,Y,LW,71,0,0,0,0,6,1,0,0,24.0,0.0,0,0.0,1.1,1.1,0.0,1.0,0.0,5.0,11.0,45.5,2.0,20.0,4.0,Matthis Abline
2024-05-12,Sun,Ligue 1,Matchweek 33,Home,L 1–2,Nantes,Lille,Y,FW,75,1,0,0,0,4,2,0,0,25.0,1.0,0,1.0,0.2,0.2,0.0,2.0,0.0,10.0,14.0,71.4,1.0,18.0,2.0,Matthis Abline
2023-08-13,Sun,Ligue 1,Matchweek 1,Away,W 2–1,Toulouse,Nantes,Y,RW,82,1,0,0,0,4,2,0,0,27,0,0,0,0.7,0.7,0.1,1,0,13,20,65.0,1,21,1,Zakaria Aboukhlal
2023-08-19,Sat,Ligue 1,Matchweek 2,Home,D 1–1,Toulouse,Paris S-G,Y,AM,89,1,0,1,1,1,0,0,0,24,0,0,1,1.0,0.2,0.1,3,1,7,12,58.3,2,19,5,Zakaria Aboukhlal
2023-08-27,Sun,Ligue 1,Matchweek 3,Away,L 0–2,Toulouse,Strasbourg,Y,RM,90,0,0,0,0,2,0,0,0,48,1,0,0,0.1,0.1,0.1,3,0,31,36,86.1,4,39,4,Zakaria Aboukhlal
