_date,referee,home,away,fouls_home,fouls_away,corners_home,corners_away,tackles_home,tackles_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,shots_home,shots_away,sot_home,sot_away,league_season
2023-02-05,Alessandro Prontera,Torino,Udinese,13,8,6,5,10,21,3,1,6,11,15,13,11,11,4,3,SA 22/23
2023-02-05,Luca Pairetto,Fiorentina,Bologna,10,25,5,3,12,19,3,1,6,12,27,16,17,10,6,5,SA 22/23
2023-02-05,Davide Massa,Inter,Milan,13,14,8,0,13,10,2,1,4,13,23,18,15,4,4,0,SA 22/23
2023-02-06,Giovanni Ayroldi,Hellas Verona,Lazio,16,12,6,5,16,13,0,2,9,10,19,17,15,9,4,2,SA 22/23
2023-02-06,Daniele Chiffi,Monza,Sampdoria,12,12,9,3,12,21,0,0,3,7,33,12,16,11,4,6,SA 22/23
2023-02-07,Antonio Rapuano,Salernitana,Juventus,9,12,6,3,22,10,0,3,8,10,15,16,10,16,1,4,SA 22/23
2023-02-10,Giovanni Ayroldi,Milan,Torino,10,20,3,8,28,19,1,0,9,5,18,29,9,12,4,2,SA 22/23
2023-02-11,Antonio Giua,Empoli,Spezia,10,13,7,3,16,10,3,1,7,14,23,19,25,8,8,2,SA 22/23
2023-02-11,Gianluca Aureliano,Lecce,Roma,24,8,3,7,24,17,2,0,6,7,15,30,8,11,3,4,SA 22/23
2023-02-11,Daniele Orsato,Lazio,Atalanta,12,14,5,7,18,11,0,0,7,3,26,21,13,23,5,10,SA 22/23
2023-02-12,Ivan Pezzuto,Udinese,Sassuolo,12,8,10,7,23,12,3,0,11,9,12,15,17,6,7,1,SA 22/23
2023-02-12,Luca Zufferli,Bologna,Monza,15,18,3,2,23,24,0,2,6,14,37,14,13,5,4,4,SA 22/23
2023-02-12,Michael Fabbri,Juventus,Fiorentina,11,17,5,6,10,14,5,2,11,9,14,15,7,11,3,2,SA 22/23
2023-02-12,Luca Massimi,Napoli,Cremonese,7,7,9,7,11,12,3,0,6,13,11,21,15,6,9,1,SA 22/23
2023-02-13,Paolo Valeri,Hellas Verona,Salernitana,14,21,5,1,14,18,5,1,7,8,18,28,14,8,4,3,SA 22/23
2023-02-13,Fabio Maresca,Sampdoria,Inter,13,11,3,7,9,11,0,3,17,4,16,12,7,25,2,5,SA 22/23
2023-02-17,Andrea Colombo,Sassuolo,Napoli,12,10,1,3,17,22,2,2,9,9,18,22,11,15,2,4,SA 22/23
2023-02-18,Massimiliano Irrati,Sampdoria,Bologna,13,13,1,8,14,19,0,2,3,9,26,15,7,12,2,5,SA 22/23
2023-02-18,Antonio Rapuano,Monza,Milan,10,18,10,3,22,22,1,2,4,9,24,17,11,14,5,7,SA 22/23
2023-02-18,Federico Dionisi,Inter,Udinese,14,14,3,8,27,13,2,0,7,6,18,13,18,9,6,1,SA 22/23
2023-02-19,Marco Piccinini,Atalanta,Lecce,10,12,6,1,13,36,2,2,5,13,43,16,20,4,10,2,SA 22/23
2023-02-19,Rosario Abisso,Salernitana,Lazio,10,7,2,9,17,7,1,2,12,5,9,22,9,19,2,5,SA 22/23
2023-02-19,Alessandro Prontera,Fiorentina,Empoli,8,15,13,1,12,18,3,3,6,22,36,23,27,5,3,3,SA 22/23
2023-02-19,Federico La Penna,Spezia,Juventus,8,9,7,4,17,19,2,4,9,11,26,17,18,15,7,3,SA 22/23
2023-02-19,Simone Sozza,Roma,Hellas Verona,15,19,5,1,24,24,0,0,3,8,25,23,9,8,5,1,SA 22/23
2023-02-20,Giacomo Camplone,Torino,Cremonese,9,12,5,1,12,14,0,0,12,11,20,22,14,11,5,2,SA 22/23
2023-02-25,Giovanni Ayroldi,Empoli,Napoli,10,9,4,13,18,15,0,4,9,5,18,28,9,19,2,6,SA 22/23
2023-02-25,Niccolò Baroni,Lecce,Sassuolo,17,7,4,7,21,14,2,1,7,19,38,32,16,7,0,3,SA 22/23
2023-02-26,Daniele Orsato,Bologna,Inter,7,14,1,6,16,18,4,2,11,4,26,19,13,13,5,4,SA 22/23
2023-02-26,Livio Marinelli,Salernitana,Monza,12,16,1,3,9,9,1,2,3,6,15,20,12,15,5,4,SA 22/23
2023-02-26,Matteo Marchetti,Udinese,Spezia,11,16,5,2,19,18,0,1,6,10,21,19,15,9,6,2,SA 22/23
2023-02-26,Maurizio Mariani,Milan,Atalanta,11,11,4,3,23,15,1,1,5,11,17,22,13,3,3,0,SA 22/23
2023-02-27,Federico La Penna,Hellas Verona,Fiorentina,15,11,4,2,13,14,4,0,4,11,20,24,12,16,3,7,SA 22/23
2023-02-27,Andrea Colombo,Lazio,Sampdoria,10,13,8,3,13,19,3,1,11,13,16,18,15,8,4,2,SA 22/23
2023-02-28,Marco Piccinini,Cremonese,Roma,17,11,3,3,18,15,0,5,8,4,21,27,5,10,1,3,SA 22/23
2023-02-28,Daniele Chiffi,Juventus,Torino,5,13,3,7,18,15,0,1,8,8,17,13,13,8,6,3,SA 22/23
2023-03-03,Luca Pairetto,Napoli,Lazio,13,8,8,3,7,13,3,0,1,9,24,22,14,5,2,1,SA 22/23
2023-03-04,Ermanno Feliciani,Monza,Empoli,10,12,1,8,20,10,6,2,8,5,20,23,10,18,3,3,SA 22/23
2023-03-04,Davide Ghersini,Atalanta,Udinese,12,12,12,3,19,28,3,2,6,16,34,15,17,5,5,1,SA 22/23
2023-03-04,Marco Di Bello,Fiorentina,Milan,12,17,11,5,14,19,0,1,5,6,20,21,15,8,6,6,SA 22/23
2023-03-05,Daniele Doveri,Spezia,Hellas Verona,6,7,9,5,11,21,0,0,12,13,25,19,20,11,4,3,SA 22/23
2023-03-05,Davide Massa,Sampdoria,Salernitana,18,13,2,6,14,18,1,1,6,7,24,20,9,10,3,4,SA 22/23
2023-03-05,Gianluca Manganiello,Inter,Lecce,10,11,6,4,19,16,3,1,10,7,37,22,14,11,4,1,SA 22/23
2023-03-05,Fabio Maresca,Roma,Juventus,11,10,2,6,13,10,2,0,6,6,15,21,6,14,2,5,SA 22/23
2023-03-06,Francesco Fourneau,Sassuolo,Cremonese,11,9,4,3,13,20,0,0,10,7,32,24,13,13,7,5,SA 22/23
2023-03-06,Antonio Rapuano,Torino,Bologna,9,10,3,3,9,11,5,1,6,7,27,17,12,11,4,1,SA 22/23
2023-03-10,Livio Marinelli,Spezia,Inter,11,9,1,13,15,19,0,4,17,2,15,30,3,26,1,5,SA 22/23
2023-03-11,Francesco Cosso,Empoli,Udinese,12,13,11,5,15,22,0,2,7,7,24,23,17,14,3,3,SA 22/23
2023-03-11,Andrea Colombo,Napoli,Atalanta,12,11,10,4,24,18,1,0,5,7,30,19,18,6,6,3,SA 22/23
2023-03-11,Fabio Maresca,Bologna,Lazio,11,8,5,2,11,15,3,3,6,9,23,17,16,5,2,2,SA 22/23
2023-03-12,Juan Sacchi,Lecce,Torino,16,17,9,1,18,9,2,1,5,8,29,32,12,4,1,2,SA 22/23
2023-03-12,Matteo Marcenaro,Cremonese,Fiorentina,10,17,1,6,21,22,3,3,5,8,28,27,16,10,5,3,SA 22/23
2023-03-12,Marco Piccinini,Hellas Verona,Monza,17,12,7,2,9,11,1,2,5,8,10,13,8,9,3,3,SA 22/23
2023-03-12,Michael Fabbri,Roma,Sassuolo,11,18,7,2,10,16,3,1,8,7,25,15,17,18,7,9,SA 22/23
2023-03-12,Alessandro Prontera,Juventus,Sampdoria,10,10,11,3,10,18,2,1,6,8,22,11,23,9,8,3,SA 22/23
2023-03-13,Federico La Penna,Milan,Salernitana,15,13,6,4,22,14,0,1,0,13,25,18,24,6,3,3,SA 22/23
2023-03-17,Davide Ghersini,Sassuolo,Spezia,10,13,3,3,15,22,1,2,10,8,26,21,14,11,5,1,SA 22/23
2023-03-17,Federico Dionisi,Atalanta,Empoli,11,10,13,2,13,20,2,1,4,17,32,21,27,5,5,2,SA 22/23
2023-03-18,Antonio Giua,Monza,Cremonese,12,12,8,4,3,9,3,2,12,9,15,9,15,8,7,2,SA 22/23
2023-03-18,Luca Pairetto,Salernitana,Bologna,8,16,5,4,13,14,0,0,11,7,15,23,14,10,4,2,SA 22/23
2023-03-18,Daniele Doveri,Udinese,Milan,16,9,5,6,18,15,1,3,7,7,13,25,14,9,5,5,SA 22/23
2023-03-19,Maurizio Mariani,Sampdoria,Hellas Verona,10,11,5,8,18,19,1,2,14,1,24,29,11,16,4,5,SA 22/23
2023-03-19,Rosario Abisso,Fiorentina,Lecce,14,21,1,3,19,21,2,2,4,11,39,23,18,8,3,2,SA 22/23
2023-03-19,Matteo Marchetti,Torino,Napoli,14,14,5,4,15,17,4,1,7,9,21,20,12,11,2,5,SA 22/23
2023-03-19,Davide Massa,Lazio,Roma,18,13,5,2,12,9,1,1,5,8,13,18,12,8,5,3,SA 22/23
2023-03-19,Daniele Chiffi,Inter,Juventus,6,18,6,4,14,15,0,1,4,11,23,19,18,7,3,3,SA 22/23
2023-04-01,Livio Marinelli,Cremonese,Atalanta,13,10,0,6,20,15,0,3,8,5,22,29,14,12,3,4,SA 22/23
2023-04-01,Fabio Maresca,Inter,Fiorentina,8,7,10,8,20,11,4,0,10,11,22,19,16,19,3,3,SA 22/23
2023-04-01,Matteo Marchetti,Juventus,Hellas Verona,14,22,3,5,9,25,1,2,8,7,27,9,10,10,2,3,SA 22/23
2023-04-02,Maria Sole Ferrieri Caputi,Bologna,Udinese,17,10,2,7,28,16,2,1,9,9,14,26,11,15,4,4,SA 22/23
2023-04-02,Daniele Orsato,Spezia,Salernitana,12,12,9,5,16,20,0,2,9,9,28,36,15,12,4,1,SA 22/23
2023-04-02,Matteo Marcenaro,Monza,Lazio,13,8,8,3,7,13,1,1,8,8,14,15,11,8,3,4,SA 22/23
2023-04-02,Massimiliano Irrati,Roma,Sampdoria,11,13,10,3,10,14,2,1,5,11,20,10,27,6,9,3,SA 22/23
2023-04-02,Antonio Rapuano,Napoli,Milan,11,9,10,4,13,23,0,1,4,12,21,16,20,14,4,8,SA 22/23
2023-04-03,Michael Fabbri,Empoli,Lecce,10,15,3,4,11,18,0,2,7,6,37,26,13,5,6,0,SA 22/23
2023-04-03,Ivan Pezzuto,Sassuolo,Torino,12,9,6,7,8,10,1,3,9,11,22,11,12,16,4,2,SA 22/23
2023-04-07,Michael Fabbri,Salernitana,Inter,14,10,2,8,4,10,3,1,8,8,16,15,11,25,3,11,SA 22/23
2023-04-07,Gianluca Manganiello,Lecce,Napoli,12,9,5,4,13,15,1,0,1,6,21,16,11,9,3,3,SA 22/23
2023-04-07,Matteo Marcenaro,Milan,Empoli,11,8,9,0,19,14,0,1,3,20,26,12,23,2,4,1,SA 22/23
2023-04-08,Luca Massimi,Udinese,Monza,12,21,4,2,10,20,1,1,5,10,13,8,13,12,4,5,SA 22/23
2023-04-08,Federico Dionisi,Fiorentina,Spezia,12,29,8,4,16,19,0,1,9,10,38,14,19,4,4,3,SA 22/23
2023-04-08,Daniele Orsato,Atalanta,Bologna,6,5,6,0,16,23,1,6,10,6,32,29,15,13,6,6,SA 22/23
2023-04-08,Daniele Doveri,Sampdoria,Cremonese,14,15,3,3,6,11,0,1,14,5,19,16,13,17,8,4,SA 22/23
2023-04-08,Francesco Fourneau,Hellas Verona,Sassuolo,12,14,4,10,15,16,1,0,9,10,16,24,11,17,2,5,SA 22/23
2023-04-08,Andrea Colombo,Torino,Roma,10,6,7,4,14,13,4,1,6,6,18,24,7,8,1,0,SA 22/23
2023-04-08,Marco Di Bello,Lazio,Juventus,11,15,6,6,9,14,1,0,8,4,17,16,9,11,4,4,SA 22/23
2023-04-14,Luca Zufferli,Cremonese,Empoli,11,9,3,8,28,12,4,2,10,7,14,25,14,15,5,1,SA 22/23
2023-04-14,Massimiliano Irrati,Spezia,Lazio,12,7,2,3,15,13,0,1,4,8,29,17,6,12,2,6,SA 22/23
2023-04-15,Davide Massa,Bologna,Milan,12,17,2,6,26,17,1,2,15,4,21,22,6,19,2,5,SA 22/23
2023-04-15,Federico La Penna,Napoli,Hellas Verona,10,16,4,0,7,15,2,2,7,9,22,12,10,5,1,2,SA 22/23
2023-04-15,Luca Pairetto,Inter,Monza,13,4,5,2,12,14,1,1,5,15,19,16,25,7,6,2,SA 22/23
2023-04-16,Maurizio Mariani,Lecce,Sampdoria,16,12,11,8,15,13,3,0,2,14,23,26,30,8,10,1,SA 22/23
2023-04-16,Gianluca Aureliano,Torino,Salernitana,14,14,4,2,10,18,1,1,10,9,21,23,16,8,5,1,SA 22/23
2023-04-16,Antonio Rapuano,Sassuolo,Juventus,10,5,10,13,8,19,1,5,9,8,24,23,11,13,4,3,SA 22/23
2023-04-16,Antonio Giua,Roma,Udinese,18,11,6,2,18,15,2,1,5,3,17,9,11,9,7,1,SA 22/23
2023-04-17,Marco Guida,Fiorentina,Atalanta,8,20,5,1,18,20,0,1,8,11,20,32,17,6,6,1,SA 22/23
2023-04-21,Maurizio Mariani,Hellas Verona,Bologna,11,11,4,2,22,17,0,1,9,4,17,32,8,17,4,7,SA 22/23
2023-04-22,Giacomo Camplone,Salernitana,Sassuolo,11,15,4,8,17,10,4,0,14,5,14,20,13,11,5,2,SA 22/23
2023-04-22,Davide Ghersini,Lazio,Torino,13,13,3,4,10,10,1,1,3,8,29,15,10,7,5,3,SA 22/23
2023-04-22,Fabio Maresca,Sampdoria,Spezia,9,11,9,9,7,15,2,0,14,8,18,21,13,19,2,7,SA 22/23
2023-04-23,Livio Marinelli,Empoli,Inter,6,13,5,4,8,13,0,1,12,9,15,10,11,16,3,4,SA 22/23
2023-04-23,Francesco Fourneau,Udinese,Cremonese,13,11,3,8,23,17,0,2,10,7,20,23,17,12,8,2,SA 22/23
2023-04-23,Juan Sacchi,Monza,Fiorentina,18,15,5,3,18,21,0,0,10,5,23,26,12,10,4,5,SA 22/23
2023-04-23,Daniele Chiffi,Milan,Lecce,6,10,4,2,17,25,3,0,5,4,22,25,8,9,5,4,SA 22/23
2023-04-23,Michael Fabbri,Juventus,Napoli,15,11,3,6,23,18,1,0,6,10,17,17,7,17,4,6,SA 22/23
2023-04-24,Massimiliano Irrati,Atalanta,Roma,15,11,3,4,20,14,1,1,10,6,16,22,7,14,4,1,SA 22/23
2023-04-28,Matteo Marchetti,Lecce,Udinese,21,12,7,4,14,14,5,1,3,10,19,15,14,10,2,3,SA 22/23
2023-04-28,Antonio Rapuano,Spezia,Monza,10,16,3,3,13,25,1,0,4,8,24,21,12,8,4,4,SA 22/23
2023-04-29,Daniele Orsato,Roma,Milan,9,6,1,5,19,15,0,0,9,4,31,22,11,11,1,1,SA 22/23
2023-04-29,Juan Sacchi,Torino,Atalanta,6,10,3,3,15,15,2,2,10,5,20,19,4,9,4,5,SA 22/23
2023-04-30,Marco Guida,Inter,Lazio,13,14,2,3,24,17,2,2,3,11,31,14,25,9,9,5,SA 22/23
2023-04-30,Daniele Doveri,Cremonese,Hellas Verona,10,16,3,5,16,10,2,3,10,7,14,21,12,14,5,6,SA 22/23
2023-04-30,Federico Dionisi,Sassuolo,Empoli,12,10,7,5,19,23,4,4,13,7,15,23,12,7,3,1,SA 22/23
2023-04-30,Matteo Marcenaro,Napoli,Salernitana,13,11,10,0,10,21,1,1,5,18,26,11,24,5,8,2,SA 22/23
2023-04-30,Antonio Giua,Fiorentina,Sampdoria,14,9,11,0,17,12,5,0,3,13,24,17,23,4,10,1,SA 22/23
2023-04-30,Simone Sozza,Bologna,Juventus,12,9,4,5,27,15,4,2,8,8,18,21,15,13,5,4,SA 22/23
2023-05-03,Giacomo Camplone,Sampdoria,Torino,13,12,2,3,11,5,1,1,8,5,15,16,7,12,0,4,SA 22/23
2023-05-03,Francesco Fourneau,Juventus,Lecce,11,10,6,7,11,16,3,4,10,11,13,21,16,13,4,4,SA 22/23
2023-05-03,Ivan Pezzuto,Salernitana,Fiorentina,18,15,2,3,13,16,2,0,12,2,24,24,3,12,2,3,SA 22/23
2023-05-03,Livio Marinelli,Atalanta,Spezia,8,10,12,3,26,20,3,0,8,8,34,29,14,9,6,4,SA 22/23
2023-05-03,Luca Pairetto,Milan,Cremonese,12,12,10,0,17,25,2,4,4,10,25,17,18,6,5,2,SA 22/23
2023-05-03,Massimiliano Irrati,Lazio,Sassuolo,13,13,1,2,15,10,2,1,7,6,16,28,13,13,5,2,SA 22/23
2023-05-03,Daniele Orsato,Hellas Verona,Inter,4,11,2,7,7,9,0,1,9,7,16,12,7,20,2,10,SA 22/23
2023-05-03,Daniele Chiffi,Monza,Roma,13,15,4,3,16,13,0,1,9,4,18,23,8,14,4,7,SA 22/23
2023-05-04,Rosario Abisso,Udinese,Napoli,15,13,2,6,12,11,1,1,10,5,14,19,7,7,3,4,SA 22/23
2023-05-04,Federico La Penna,Empoli,Bologna,15,16,2,5,17,10,0,3,7,8,16,31,13,17,3,2,SA 22/23
2023-05-06,Antonio Rapuano,Milan,Lazio,10,8,6,4,15,19,2,1,5,11,16,15,10,8,3,0,SA 22/23
2023-05-06,Fabio Maresca,Roma,Inter,8,13,12,5,13,18,0,0,6,9,20,8,15,10,3,4,SA 22/23
2023-05-06,Marco Guida,Cremonese,Spezia,8,6,3,13,13,12,0,4,8,5,17,36,9,18,4,8,SA 22/23
2023-05-07,Daniele Doveri,Atalanta,Juventus,13,16,7,3,19,26,0,2,3,17,22,16,24,10,1,5,SA 22/23
2023-05-07,Luca Zufferli,Torino,Monza,16,9,7,4,13,11,0,1,4,5,12,11,14,10,5,8,SA 22/23
2023-05-07,Matteo Marchetti,Napoli,Fiorentina,12,15,0,5,12,22,1,3,9,12,15,14,8,15,1,3,SA 22/23
2023-05-07,Davide Massa,Lecce,Hellas Verona,11,13,4,4,14,16,2,2,8,14,28,24,15,9,2,3,SA 22/23
2023-05-08,Niccolò Baroni,Udinese,Sampdoria,15,12,7,3,11,17,0,1,6,6,10,15,13,11,6,3,SA 22/23
2023-05-08,Manuel Volpi,Empoli,Salernitana,11,18,8,7,12,12,3,1,6,8,25,16,11,13,4,2,SA 22/23
2023-05-08,Maria Sole Ferrieri Caputi,Sassuolo,Bologna,12,14,4,4,6,7,2,4,11,8,17,15,6,12,2,3,SA 22/23
2023-05-12,Fabio Maresca,Lazio,Lecce,11,13,2,3,15,9,0,0,8,11,32,18,20,12,6,4,SA 22/23
2023-05-13,Marco Piccinini,Salernitana,Atalanta,9,18,5,3,14,16,1,2,11,8,31,23,10,13,4,3,SA 22/23
2023-05-13,Daniele Doveri,Spezia,Milan,15,11,6,9,13,16,1,2,8,6,25,24,14,14,4,3,SA 22/23
2023-05-13,Matteo Marcenaro,Inter,Sassuolo,12,8,1,5,9,19,3,2,15,6,13,12,11,16,3,5,SA 22/23
2023-05-14,Marco Di Bello,Hellas Verona,Torino,8,17,3,4,15,11,0,0,4,9,17,22,14,15,4,7,SA 22/23
2023-05-14,Daniele Paterna,Fiorentina,Udinese,15,15,3,3,11,16,2,1,3,12,17,24,18,5,3,1,SA 22/23
2023-05-14,Francesco Cosso,Monza,Napoli,11,13,6,10,13,15,2,1,15,4,12,12,10,20,4,7,SA 22/23
2023-05-14,Daniele Orsato,Bologna,Roma,12,11,3,6,17,16,0,0,7,7,19,26,12,7,3,2,SA 22/23
2023-05-14,Daniele Chiffi,Juventus,Cremonese,15,5,7,0,18,20,2,2,3,12,25,14,24,3,6,2,SA 22/23
2023-05-15,Ermanno Feliciani,Sampdoria,Empoli,16,14,1,2,20,4,2,3,11,8,19,22,13,17,3,4,SA 22/23
2023-05-19,Alberto Santoro,Sassuolo,Monza,10,17,6,3,11,11,1,4,5,8,10,19,12,17,3,6,SA 22/23
2023-05-20,Paolo Valeri,Cremonese,Bologna,7,13,3,9,14,9,1,1,8,11,8,16,13,19,2,9,SA 22/23
2023-05-20,Simone Sozza,Atalanta,Hellas Verona,9,11,6,3,19,21,4,1,5,6,28,14,13,10,5,2,SA 22/23
2023-05-20,Francesco Fourneau,Milan,Sampdoria,9,10,7,2,12,14,2,1,5,8,13,13,18,6,8,3,SA 22/23
2023-05-21,Maurizio Mariani,Lecce,Spezia,15,16,2,5,18,16,2,0,13,10,24,37,6,14,1,0,SA 22/23
2023-05-21,Luca Massimi,Torino,Fiorentina,9,11,3,3,10,13,5,1,7,11,14,19,10,8,4,1,SA 22/23
2023-05-21,Livio Marinelli,Napoli,Inter,10,14,4,1,14,20,1,2,1,13,13,9,22,6,9,1,SA 22/23
2023-05-21,Luca Pairetto,Udinese,Lazio,15,9,3,8,10,13,2,1,12,6,15,13,12,13,2,3,SA 22/23
2023-05-22,Andrea Colombo,Roma,Salernitana,9,14,6,4,24,18,0,1,4,12,34,22,22,8,5,3,SA 22/23
2023-05-22,Giovanni Ayroldi,Empoli,Juventus,20,19,3,7,20,17,3,0,11,5,13,30,13,19,6,4,SA 22/23
2023-05-26,Francesco Meraviglia,Sampdoria,Sassuolo,14,10,8,4,17,7,3,3,11,8,17,20,17,22,3,8,SA 22/23
2023-05-27,Marco Guida,Spezia,Torino,14,13,5,2,8,18,4,1,2,11,34,16,9,11,1,4,SA 22/23
2023-05-27,Niccolò Baroni,Salernitana,Udinese,12,22,2,1,14,21,0,1,5,3,19,16,11,10,3,4,SA 22/23
2023-05-27,Giovanni Ayroldi,Fiorentina,Roma,11,12,7,4,8,13,0,2,4,6,24,18,15,8,5,3,SA 22/23
2023-05-27,Daniele Orsato,Inter,Atalanta,8,18,9,7,17,11,1,1,7,7,13,12,20,12,11,3,SA 22/23
2023-05-28,Daniele Chiffi,Hellas Verona,Empoli,14,10,3,3,15,15,3,1,9,11,17,27,13,13,4,3,SA 22/23
2023-05-28,Matteo Marcenaro,Bologna,Napoli,17,10,4,4,23,12,2,1,7,13,15,22,18,11,6,8,SA 22/23
2023-05-28,Antonio Giua,Lazio,Cremonese,15,8,4,3,17,11,4,0,9,5,20,20,12,11,7,5,SA 22/23
2023-05-28,Maurizio Mariani,Juventus,Milan,12,10,4,5,15,17,0,1,5,10,18,22,16,9,3,3,SA 22/23
2023-06-02,Matteo Marchetti,Sassuolo,Fiorentina,7,15,2,4,4,8,4,5,10,7,11,10,4,15,1,7,SA 22/23
2023-06-03,Michael Fabbri,Torino,Inter,6,7,6,4,5,11,1,1,7,16,14,13,17,14,5,4,SA 22/23
2023-06-03,Daniele Perenzoni,Cremonese,Salernitana,15,12,4,6,20,14,1,4,7,5,15,19,11,11,3,1,SA 22/23
2023-06-03,Luca Massimi,Empoli,Lazio,7,10,6,7,17,24,1,2,5,2,22,21,7,21,1,11,SA 22/23
2023-06-04,Ermanno Feliciani,Napoli,Sampdoria,7,7,11,0,10,11,1,0,3,10,18,11,20,6,8,4,SA 22/23
2023-06-04,Marco Di Bello,Atalanta,Monza,13,8,5,1,9,20,2,3,7,8,14,10,20,8,10,4,SA 22/23
2023-06-04,Paolo Valeri,Milan,Hellas Verona,5,18,7,1,13,18,2,3,9,8,22,19,13,6,4,1,SA 22/23
2023-06-04,Marco Guida,Udinese,Juventus,9,11,6,14,12,15,0,1,13,9,11,8,13,20,3,5,SA 22/23
2023-06-04,Marco Piccinini,Lecce,Bologna,11,9,7,2,14,8,0,1,3,12,15,22,20,11,7,7,SA 22/23
2023-06-04,Fabio Maresca,Roma,Spezia,14,17,6,2,14,12,1,0,3,13,25,18,18,8,4,2,SA 22/23
2023-06-11,Daniele Orsato,Spezia,Hellas Verona,11,18,9,5,8,24,0,1,5,15,28,17,16,9,8,5,SA 22/23
