_date,referee,home,away,fouls_home,fouls_away,corners_home,corners_away,tackles_home,tackles_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,shots_home,shots_away,sot_home,sot_away,league_season
2024-03-09,Stéphanie Frappart,Lens,Brest,13,10,2,4,12,14,1,0,6,5,26,15,6,9,2,3,L1 23/24
2024-03-10,Willy Delajod,Paris S-G,Reims,10,13,7,2,15,21,1,4,4,8,23,16,19,8,6,3,L1 23/24
2024-03-10,Romain Lissorgue,Le Havre,Toulouse,12,17,3,3,15,8,1,3,8,10,9,32,12,5,4,0,L1 23/24
2024-03-10,Clément Turpin,Strasbourg,Monaco,9,15,5,8,17,10,4,2,12,10,11,17,8,17,1,6,L1 23/24
2024-03-10,Gaël Angoula,Metz,Clermont Foot,10,10,5,7,19,10,3,3,7,6,11,11,10,14,1,6,L1 23/24
2024-03-10,Benoît Millot,Lille,Rennes,17,20,6,3,7,10,5,1,6,12,12,12,15,11,8,3,L1 23/24
2024-03-10,François Letexier,Marseille,Nantes,11,16,2,8,14,15,0,2,5,8,23,25,12,10,4,3,L1 23/24
2024-03-15,Jeremy Stinat,Toulouse,Lyon,18,12,5,3,16,16,2,0,10,3,19,15,12,18,4,6,L1 23/24
2024-03-16,Jérémie Pignard,Nantes,Strasbourg,16,15,4,5,9,19,1,0,6,8,23,20,11,11,2,6,L1 23/24
2024-03-16,Benoît Bastien,Lens,Nice,9,12,11,3,26,13,3,2,2,11,16,25,20,6,4,2,L1 23/24
2024-03-17,Clément Turpin,Brest,Lille,9,12,3,3,21,12,2,0,6,7,17,14,16,13,4,8,L1 23/24
2024-03-17,Bastien Dechepy,Monaco,Lorient,21,8,10,8,26,15,3,1,5,13,12,22,22,11,8,6,L1 23/24
2024-03-17,Hakim Ben El Hadj Salem,Reims,Metz,17,10,7,7,13,18,1,1,7,9,15,14,17,12,7,4,L1 23/24
2024-03-17,Marc Bollengier,Clermont Foot,Le Havre,13,17,3,5,18,5,1,0,9,4,13,18,8,14,3,5,L1 23/24
2024-03-17,Eric Wattellier,Rennes,Marseille,9,12,4,5,13,22,1,2,6,2,16,20,6,8,3,1,L1 23/24
2024-03-17,Florent Batta,Montpellier,Paris S-G,10,13,7,4,11,11,1,1,3,7,5,14,11,16,4,9,L1 23/24
2024-03-29,Willy Delajod,Lille,Lens,13,17,5,5,21,23,2,4,6,4,15,13,15,9,6,3,L1 23/24
2024-03-30,Eric Wattellier,Metz,Monaco,8,8,5,5,14,24,1,0,10,2,16,17,13,17,7,7,L1 23/24
2024-03-30,Thomas Léonard,Lyon,Reims,7,10,7,8,14,27,4,1,6,8,26,12,16,17,3,5,L1 23/24
2024-03-31,Jérôme Brisard,Lorient,Brest,10,18,6,4,7,13,5,0,8,7,23,12,11,10,5,1,L1 23/24
2024-03-31,Mathieu Vernice,Le Havre,Montpellier,10,12,6,6,20,24,1,2,6,5,21,29,14,14,3,5,L1 23/24
2024-03-31,Pierre Gaillouste,Clermont Foot,Toulouse,15,12,12,3,15,11,0,0,8,7,9,21,15,10,5,4,L1 23/24
2024-03-31,Bastien Dechepy,Nice,Nantes,7,19,9,3,12,12,0,3,5,3,17,17,11,12,2,3,L1 23/24
2024-03-31,Hakim Ben El Hadj Salem,Strasbourg,Rennes,10,17,4,5,23,21,1,1,10,3,14,13,14,12,7,0,L1 23/24
2024-03-31,Benoît Bastien,Marseille,Paris S-G,10,8,5,3,25,20,1,0,5,10,14,16,22,8,10,3,L1 23/24
2024-04-05,Bastien Dechepy,Lille,Marseille,13,18,4,2,8,17,1,3,7,10,16,12,13,14,5,5,L1 23/24
2024-04-06,François Letexier,Lens,Le Havre,13,10,7,4,16,17,4,2,7,4,27,27,18,10,8,2,L1 23/24
2024-04-06,Gaël Angoula,Paris S-G,Clermont Foot,11,7,17,2,18,14,2,1,3,9,17,7,23,6,7,3,L1 23/24
2024-04-07,Benoît Millot,Brest,Metz,11,17,8,5,21,8,0,0,4,13,21,23,25,8,11,5,L1 23/24
2024-04-07,Eric Wattellier,Reims,Nice,15,15,2,5,24,26,0,1,12,8,15,13,10,18,3,3,L1 23/24
2024-04-07,Ruddy Buquet,Toulouse,Strasbourg,16,17,4,3,19,13,2,1,6,7,20,27,11,8,2,1,L1 23/24
2024-04-07,Romain Lissorgue,Montpellier,Lorient,11,18,5,7,20,6,0,3,10,10,12,11,11,19,4,4,L1 23/24
2024-04-07,Stéphanie Frappart,Monaco,Rennes,16,17,6,3,13,8,0,1,8,8,21,11,16,12,5,7,L1 23/24
2024-04-07,Jérôme Brisard,Nantes,Lyon,8,14,5,5,16,10,0,1,6,6,18,11,14,19,6,10,L1 23/24
2024-04-12,Romain Lissorgue,Metz,Lens,11,17,5,2,10,11,0,2,12,9,14,18,11,16,5,1,L1 23/24
2024-04-13,Willy Delajod,Strasbourg,Reims,9,18,5,4,19,15,1,3,4,6,8,13,12,8,5,2,L1 23/24
2024-04-13,Florent Batta,Rennes,Toulouse,20,18,8,4,9,20,0,2,5,11,15,14,19,10,4,3,L1 23/24
2024-04-14,Hakim Ben El Hadj Salem,Le Havre,Nantes,14,12,6,7,14,17,1,2,5,4,29,21,10,12,1,4,L1 23/24
2024-04-14,Thomas Léonard,Clermont Foot,Montpellier,12,14,3,4,20,18,2,2,5,9,17,24,9,14,1,6,L1 23/24
2024-04-14,Mathieu Vernice,Lyon,Brest,12,7,10,7,13,24,3,0,13,6,17,7,15,22,7,7,L1 23/24
2024-04-19,Jeremy Stinat,Nice,Lorient,11,7,2,3,24,21,0,4,6,12,19,14,19,9,10,4,L1 23/24
2024-04-20,Willy Delajod,Nantes,Rennes,16,11,3,7,23,5,1,0,7,4,20,15,6,13,4,4,L1 23/24
2024-04-20,Benoît Bastien,Lens,Clermont Foot,17,17,4,3,11,23,1,1,9,9,18,23,16,8,3,1,L1 23/24
2024-04-21,Marc Bollengier,Le Havre,Metz,9,19,4,2,18,13,2,2,5,15,25,21,16,9,4,2,L1 23/24
2024-04-21,Benoît Millot,Lille,Strasbourg,11,19,4,4,14,13,3,0,6,6,19,15,6,8,2,2,L1 23/24
2024-04-21,Pierre Gaillouste,Reims,Montpellier,15,10,8,4,11,18,3,4,8,10,14,9,21,12,4,4,L1 23/24
2024-04-21,Ruddy Buquet,Brest,Monaco,8,9,7,4,23,20,3,1,7,9,17,26,12,8,2,3,L1 23/24
2024-04-21,Clément Turpin,Toulouse,Marseille,11,13,7,4,22,25,4,4,7,5,18,15,10,11,3,3,L1 23/24
2024-04-21,François Letexier,Paris S-G,Lyon,9,10,4,10,16,16,0,3,4,4,10,10,14,16,6,6,L1 23/24
2024-04-24,Marc Bollengier,Lorient,Paris S-G,8,7,3,6,16,25,1,3,8,4,21,13,11,15,6,7,L1 23/24
2024-04-24,Jérémie Pignard,Marseille,Nice,10,14,3,2,23,11,1,2,9,6,19,19,10,10,3,4,L1 23/24
2024-04-24,Clément Turpin,Monaco,Lille,9,9,7,5,19,21,6,0,6,6,16,23,19,13,7,4,L1 23/24
2024-04-26,Jeremy Stinat,Montpellier,Nantes,11,14,3,6,10,12,0,1,6,6,27,20,8,15,1,5,L1 23/24
2024-04-27,Willy Delajod,Paris S-G,Le Havre,10,8,11,2,13,22,5,0,3,9,22,18,17,5,4,3,L1 23/24
2024-04-28,Stéphanie Frappart,Metz,Lille,15,12,2,4,17,16,4,0,9,5,15,20,4,14,1,4,L1 23/24
2024-04-28,Gaël Angoula,Lorient,Toulouse,14,17,5,1,11,22,2,1,7,11,20,19,15,14,5,5,L1 23/24
2024-04-28,Thomas Léonard,Strasbourg,Nice,11,14,2,3,18,18,0,1,4,9,21,14,13,7,5,3,L1 23/24
2024-04-28,Florent Batta,Clermont Foot,Reims,9,12,5,5,21,18,4,1,9,4,18,22,10,10,4,3,L1 23/24
2024-04-28,Benoît Bastien,Rennes,Brest,14,15,7,4,16,24,1,2,5,4,13,16,21,10,7,5,L1 23/24
2024-04-28,Bastien Dechepy,Lyon,Monaco,15,14,3,3,19,18,5,3,5,12,16,17,15,13,4,5,L1 23/24
2024-04-28,Eric Wattellier,Marseille,Lens,8,12,3,11,14,13,3,1,12,5,17,16,13,18,6,5,L1 23/24
2024-05-03,Marc Bollengier,Toulouse,Montpellier,17,14,8,0,20,19,3,0,2,9,22,14,15,5,5,3,L1 23/24
2024-05-03,Jérémie Pignard,Lens,Lorient,10,14,4,4,23,9,1,2,4,10,16,18,19,11,6,5,L1 23/24
2024-05-04,Jérôme Brisard,Le Havre,Strasbourg,6,13,3,2,24,10,2,0,9,7,13,27,15,5,6,2,L1 23/24
2024-05-04,Hakim Ben El Hadj Salem,Monaco,Clermont Foot,13,12,4,4,19,15,2,6,8,8,24,21,23,9,8,1,L1 23/24
2024-05-04,Ruddy Buquet,Metz,Rennes,15,14,2,5,19,17,0,1,10,4,27,21,7,20,3,8,L1 23/24
2024-05-04,Clément Turpin,Brest,Nantes,7,14,6,0,14,20,0,2,7,6,19,22,9,9,2,1,L1 23/24
2024-05-06,Benoît Bastien,Lille,Lyon,14,14,4,4,17,14,0,2,10,4,14,12,8,11,5,7,L1 23/24
2024-05-10,Benoît Bastien,Nice,Le Havre,10,9,6,1,10,22,2,2,11,7,15,10,13,12,6,3,L1 23/24
2024-05-10,Jérôme Brisard,Brest,Reims,12,12,3,4,15,16,3,4,4,10,27,10,16,8,5,2,L1 23/24
2024-05-12,François Letexier,Strasbourg,Metz,10,10,3,6,15,21,0,1,9,5,26,25,11,11,2,2,L1 23/24
2024-05-12,Eric Wattellier,Nantes,Lille,17,7,5,4,22,15,2,1,6,6,18,15,9,11,5,3,L1 23/24
2024-05-12,Stéphanie Frappart,Montpellier,Monaco,20,10,3,3,18,21,2,1,8,12,18,21,14,19,3,8,L1 23/24
2024-05-12,Bastien Dechepy,Marseille,Lorient,9,6,9,5,17,15,3,0,9,10,27,15,12,14,3,3,L1 23/24
2024-05-12,Benoît Millot,Rennes,Lens,12,14,4,3,24,23,0,4,4,12,19,11,16,8,6,4,L1 23/24
2024-05-12,Pierre Gaillouste,Clermont Foot,Lyon,8,12,7,2,10,15,1,1,5,11,29,15,18,6,5,2,L1 23/24
2024-05-12,Florent Batta,Paris S-G,Toulouse,12,8,4,6,23,17,1,0,15,8,11,12,15,18,3,5,L1 23/24
